label,works,graph_matched,median_in_degree,median_out_degree,median_total_degree,median_out_in_ratio,median_k_core,citation_roles,citation_link_strength,weak_links,weak_unlinked,no_graph,ultra_core,community_id,community_label,core,adjacent,role_bridge
Valeria d'Andrea / 35131 Padova,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,89,Valeria d'Andrea / 35131 Padova,0,1,0
P. Mulders / I. Tendolkar,1,0,,,,,,{},{},0,0,1,0,91,P. Mulders / I. Tendolkar,0,0,1
Yaroslav Felipe Kalle Kossio / Raoul-Martin Memmesheimer,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,92,Yaroslav Felipe Kalle Kossio / Raoul-Martin Memmesheimer,0,1,0
S. L. Goodman / G. Kidd,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,93,S. L. Goodman / G. Kidd,0,1,0
Adrián Hernández / J. Amigó,1,1,0.0,9.0,9.0,9.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,94,Adrián Hernández / J. Amigó,0,1,0
Kévin Berlemont / G. Mongillo,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,95,Kévin Berlemont / G. Mongillo,0,1,0
Keith M. Smith / J. Escudero,1,0,,,,,,{},{},0,0,1,0,72,Keith M. Smith / J. Escudero,0,0,1
S. Latifi / S. Carmichael,1,1,0.0,5.0,5.0,5.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,70,S. Latifi / S. Carmichael,0,0,1
Alison Ehrlich / Justin Blau,1,1,2.0,6.0,8.0,3.0,6.0,{'broker': 1},{'moderate': 1},0,0,0,0,147,Alison Ehrlich / Justin Blau,0,1,0
Edward Laurence / Vincent Thibeault,1,0,,,,,,{},{},0,0,1,0,69,Edward Laurence / Vincent Thibeault,0,1,0
Eglė Audronytė / G. Kaubrys,1,0,,,,,,{},{},0,0,1,0,47,Eglė Audronytė / G. Kaubrys,0,0,1
V. Bitra / Deepthi Rapaka,1,0,,,,,,{},{},0,0,1,0,48,V. Bitra / Deepthi Rapaka,0,1,0
S. Fortunato / Darko Hric,1,0,,,,,,{},{},0,0,1,0,49,S. Fortunato / Darko Hric,0,0,1
Afshin Khadangi / V. Rajagopal,1,0,,,,,,{},{},0,0,1,0,50,Afshin Khadangi / V. Rajagopal,0,1,0
L. Silvestri / F. Pavone,1,0,,,,,,{},{},0,0,1,0,51,L. Silvestri / F. Pavone,0,1,0
L. Dipietro / Timothy Wagner,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,52,L. Dipietro / Timothy Wagner,0,1,0
William Dorrell / Peter E. Latham,1,0,,,,,,{},{},0,0,1,0,53,William Dorrell / Peter E. Latham,0,1,0
Fábio Lobato / Roberto Santana,1,1,0.0,5.0,5.0,5.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,54,Fábio Lobato / Roberto Santana,0,1,0
Matthew Amandola / Kurt Schilling,1,0,,,,,,{},{},0,0,1,0,55,Matthew Amandola / Kurt Schilling,0,1,0
Leehod Baruch / E. Segal,1,1,3.0,0.0,3.0,0.0,3.0,{'only_in': 1},{'moderate': 1},0,0,0,0,56,Leehod Baruch / E. Segal,0,1,0
Dongmei Shi / H. Noori,1,1,1.0,10.0,11.0,10.0,6.0,{'broker': 1},{'strong': 1},0,0,0,0,57,Dongmei Shi / H. Noori,0,1,0
S. Millard / Matthew Y. Pecot,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,58,S. Millard / Matthew Y. Pecot,0,1,0
Ben Williamson / Dimitra Kotouza,1,0,,,,,,{},{},0,0,1,0,59,Ben Williamson / Dimitra Kotouza,0,0,1
Tobias Lehmann / R. Melzer,1,1,0.0,7.0,7.0,7.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,60,Tobias Lehmann / R. Melzer,1,0,0
Gerard Marx / Chaim Gilon,1,1,0.0,7.0,7.0,7.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,61,Gerard Marx / Chaim Gilon,0,1,0
S. Agarwala / Franklin Kenter,1,0,,,,,,{},{},0,0,1,0,62,S. Agarwala / Franklin Kenter,1,0,0
D. Schreiner / Joris de Wit,1,1,6.0,2.0,8.0,0.333,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,63,D. Schreiner / Joris de Wit,0,1,0
Yasser Alemán-Gómez / P. Hagmann,1,0,,,,,,{},{},0,0,1,0,64,Yasser Alemán-Gómez / P. Hagmann,0,0,1
Kazuma Sakamoto / T. Tsuji,1,1,3.0,1.0,4.0,0.333,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,65,Kazuma Sakamoto / T. Tsuji,1,0,0
Harold K. Shearin / R. Stowers,1,1,6.0,1.0,7.0,0.167,6.0,{'broker': 1},{'moderate': 1},0,0,0,0,66,Harold K. Shearin / R. Stowers,0,1,0
K. E. Linker / F. M. Leslie,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,68,K. E. Linker / F. M. Leslie,0,1,0
Mary-Anne B. MacKay / S. Dursun,1,1,1.0,4.0,5.0,4.0,2.0,{'broker': 1},{'moderate': 1},0,0,0,0,97,Mary-Anne B. MacKay / S. Dursun,0,0,1
Felix Y. Zhou / G. Danuser,1,0,,,,,,{},{},0,0,1,0,98,Felix Y. Zhou / G. Danuser,0,0,1
J. Staiger / C. Petersen,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,99,J. Staiger / C. Petersen,0,1,0
C. Wozny / Stephen R. Williams,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,100,C. Wozny / Stephen R. Williams,0,1,0
Richard Benton / Karen Menuz,1,0,,,,,,{},{},0,0,1,0,126,Richard Benton / Karen Menuz,0,1,0
E. Dennis / Paul M. Thompson,1,0,,,,,,{},{},0,0,1,0,127,E. Dennis / Paul M. Thompson,0,1,0
Elsa Steinfath / Jan Clemens,1,0,,,,,,{},{},0,0,1,0,128,Elsa Steinfath / Jan Clemens,0,0,1
S. Pandya / Ashish Raj,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,129,S. Pandya / Ashish Raj,0,1,0
Nova Qi / Wesley B. Grueber,1,1,0.0,6.0,6.0,6.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,130,Nova Qi / Wesley B. Grueber,0,1,0
A. Matsushita / K. Arikawa,1,1,2.0,1.0,3.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,131,A. Matsushita / K. Arikawa,1,0,0
E. Vivi / B. Di Benedetto,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,132,E. Vivi / B. Di Benedetto,0,1,0
Madison Sneve / Kiryl D Piatkevich,1,1,1.0,20.0,21.0,20.0,11.0,{'broker': 1},{'strong': 1},0,0,0,0,133,Madison Sneve / Kiryl D Piatkevich,0,1,0
B. Szalkai / V. Grolmusz,1,0,,,,,,{},{},0,0,1,0,134,B. Szalkai / V. Grolmusz,0,0,1
Alexander Braylan / Matthew Lease,1,0,,,,,,{},{},0,0,1,0,135,Alexander Braylan / Matthew Lease,0,0,1
M. Veldhuizen / F. Fischmeister,1,0,,,,,,{},{},0,0,1,0,136,M. Veldhuizen / F. Fischmeister,0,1,0
Dongyoung Kim / Byunghyuk Kim,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,137,Dongyoung Kim / Byunghyuk Kim,0,1,0
Alec Xu / L. Brattain,1,0,,,,,,{},{},0,0,1,0,138,Alec Xu / L. Brattain,1,0,0
I. Belevich / E. Jokitalo,1,0,,,,,,{},{},0,0,1,1,139,I. Belevich / E. Jokitalo,1,0,0
T. Boccato / N. Toschi,1,1,0.0,10.0,10.0,10.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,140,T. Boccato / N. Toschi,0,1,0
Peter Grindrod / R. Sahasrabuddhe,1,0,,,,,,{},{},0,0,1,0,141,Peter Grindrod / R. Sahasrabuddhe,1,0,0
Nicholas Roberts / Vinay Uday Prabhu,1,0,,,,,,{},{},0,0,1,0,142,Nicholas Roberts / Vinay Uday Prabhu,0,1,0
Safura Rashid Shomali / Sadra Sadeh,1,0,,,,,,{},{},0,0,1,0,143,Safura Rashid Shomali / Sadra Sadeh,0,1,0
K. Siju / Ilona C. Grunwald Kadow,1,1,1.0,11.0,12.0,11.0,8.0,{'broker': 1},{'strong': 1},0,0,0,0,144,K. Siju / Ilona C. Grunwald Kadow,0,1,0
Michael T Stobb / E. Gahtan,1,1,4.0,8.0,12.0,2.0,5.0,{'broker': 1},{'strong': 1},0,0,0,0,145,Michael T Stobb / E. Gahtan,0,1,0
Timothy W. Dunn / Peter K. Koo,1,1,1.0,1.0,2.0,1.0,1.0,{'broker': 1},{'weak': 1},1,0,0,0,146,Timothy W. Dunn / Peter K. Koo,0,1,0
James M. Kunert-Graf / D. Galas,1,1,0.0,7.0,7.0,7.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,125,James M. Kunert-Graf / D. Galas,1,0,0
Ondrej Krejcar / H. Namazi,1,0,,,,,,{},{},0,0,1,0,123,Ondrej Krejcar / H. Namazi,0,1,0
K. Piekarz / Alberto Stolfi,1,0,,,,,,{},{},0,0,1,0,122,K. Piekarz / Alberto Stolfi,0,1,0
A. Morales-Gregorio / Karolína Korvasová,1,1,0.0,11.0,11.0,11.0,8.0,{'only_out': 1},{'strong': 1},0,0,0,0,110,A. Morales-Gregorio / Karolína Korvasová,1,0,0
K. K. Cover / B. Mathur,1,0,,,,,,{},{},0,0,1,0,101,K. K. Cover / B. Mathur,0,1,0
Victor Buendía / A. Sanzeni,1,1,0.0,11.0,11.0,11.0,9.0,{'only_out': 1},{'strong': 1},0,0,0,0,102,Victor Buendía / A. Sanzeni,1,0,0
Amin Karbasi / M. Vetterli,1,1,0.0,3.0,3.0,3.0,2.0,{'only_out': 1},{'moderate': 1},0,0,0,0,103,Amin Karbasi / M. Vetterli,0,1,0
Robert B. Levy / A. Reyes,1,1,2.0,0.0,2.0,0.0,2.0,{'only_in': 1},{'weak': 1},1,0,0,0,104,Robert B. Levy / A. Reyes,0,1,0
Megan Morrison / Lai-Sang Young,1,1,0.0,7.0,7.0,7.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,105,Megan Morrison / Lai-Sang Young,1,0,0
R. L. McIntyre / G. Fahy,1,1,4.0,2.0,6.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,106,R. L. McIntyre / G. Fahy,0,1,0
Andrii Iudin / A. Patwardhan,1,0,,,,,,{},{},0,0,1,0,107,Andrii Iudin / A. Patwardhan,0,0,1
Elisabeth C. DeMarco / Estuardo Robles,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,108,Elisabeth C. DeMarco / Estuardo Robles,0,1,0
A. Butt / Alexei Verkhatsky,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,109,A. Butt / Alexei Verkhatsky,0,1,0
Sophie Bennett / G. Finnerty,1,1,1.0,3.0,4.0,3.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,111,Sophie Bennett / G. Finnerty,0,1,0
Ashley N. Hayden / Rachel N. Arey,1,0,,,,,,{},{},0,0,1,0,121,Ashley N. Hayden / Rachel N. Arey,0,0,1
M. Catani / F. Dell’Acqua,1,0,,,,,,{},{},0,0,1,0,112,M. Catani / F. Dell’Acqua,0,1,0
Jong-Hyun Son / J. Bonkowsky,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,113,Jong-Hyun Son / J. Bonkowsky,0,1,0
Tamara Boto / Seth M. Tomchik,1,0,,,,,,{},{},0,0,1,0,114,Tamara Boto / Seth M. Tomchik,0,1,0
Tyler Reese / D. Kelleher,1,0,,,,,,{},{},0,0,1,0,115,Tyler Reese / D. Kelleher,0,1,0
A. Salova / Istv'an A. Kov'acs,1,1,3.0,25.0,28.0,8.333,11.0,{'broker': 1},{'strong': 1},0,0,0,0,116,A. Salova / Istv'an A. Kov'acs,1,0,0
Feici Diao / B. White,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,117,Feici Diao / B. White,0,1,0
Cesar Ceballos / R. Pena,1,1,0.0,17.0,17.0,17.0,11.0,{'only_out': 1},{'strong': 1},0,0,0,0,118,Cesar Ceballos / R. Pena,1,0,0
Tony X. Liu / James M. Jeanne,1,1,15.0,20.0,35.0,1.333,11.0,{'broker': 1},{'strong': 1},0,0,0,0,119,Tony X. Liu / James M. Jeanne,1,0,0
U. S. Bhat / Kavita Babu,1,1,2.0,1.0,3.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,120,U. S. Bhat / Kavita Babu,0,1,0
J. Wegiel,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,247,J. Wegiel,0,1,0
