label,works,graph_matched,median_in_degree,median_out_degree,median_total_degree,median_out_in_ratio,median_k_core,citation_roles,citation_link_strength,weak_links,weak_unlinked,no_graph,ultra_core,community_id,community_label,core,adjacent,role_bridge
Yaroslav Felipe Kalle Kossio / Raoul-Martin Memmesheimer,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,73,Yaroslav Felipe Kalle Kossio / Raoul-Martin Memmesheimer,0,1,0
S. L. Goodman / G. Kidd,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,74,S. L. Goodman / G. Kidd,0,1,0
Tony X. Liu / James M. Jeanne,1,1,15.0,20.0,35.0,1.333,11.0,{'broker': 1},{'strong': 1},0,0,0,0,95,Tony X. Liu / James M. Jeanne,1,0,0
U. S. Bhat / Kavita Babu,1,1,2.0,1.0,3.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,96,U. S. Bhat / Kavita Babu,0,1,0
Florian Unger / Jonathan Krebs,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,97,Florian Unger / Jonathan Krebs,1,0,0
James M. Kunert-Graf / D. Galas,1,1,0.0,7.0,7.0,7.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,98,James M. Kunert-Graf / D. Galas,1,0,0
S. Pandya / Ashish Raj,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,99,S. Pandya / Ashish Raj,0,1,0
Nova Qi / Wesley B. Grueber,1,1,0.0,6.0,6.0,6.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,100,Nova Qi / Wesley B. Grueber,0,1,0
A. Matsushita / K. Arikawa,1,1,2.0,1.0,3.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,101,A. Matsushita / K. Arikawa,1,0,0
E. Vivi / B. Di Benedetto,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,102,E. Vivi / B. Di Benedetto,0,1,0
Madison Sneve / Kiryl D Piatkevich,1,1,1.0,20.0,21.0,20.0,11.0,{'broker': 1},{'strong': 1},0,0,0,0,103,Madison Sneve / Kiryl D Piatkevich,0,1,0
Jesse A. Brown / S. Bookheimer,1,0,,,,,,{},{},0,0,1,0,104,Jesse A. Brown / S. Bookheimer,0,0,1
Miljan Petrović / D. Ville,1,1,6.0,4.0,10.0,0.667,4.0,{'broker': 1},{'strong': 1},0,0,0,0,105,Miljan Petrović / D. Ville,1,0,0
Dongyoung Kim / Byunghyuk Kim,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,106,Dongyoung Kim / Byunghyuk Kim,0,1,0
I. Belevich / E. Jokitalo,1,0,,,,,,{},{},0,0,1,1,107,I. Belevich / E. Jokitalo,1,0,0
T. Boccato / N. Toschi,1,1,0.0,10.0,10.0,10.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,108,T. Boccato / N. Toschi,0,1,0
Haoran Chen / P. Heng,1,1,6.0,6.0,12.0,1.0,6.0,{'broker': 1},{'strong': 1},0,0,0,0,109,Haoran Chen / P. Heng,1,0,0
Cesar Ceballos / R. Pena,1,1,0.0,17.0,17.0,17.0,11.0,{'only_out': 1},{'strong': 1},0,0,0,0,94,Cesar Ceballos / R. Pena,1,0,0
A. Salova / Istv'an A. Kov'acs,1,1,3.0,25.0,28.0,8.333,11.0,{'broker': 1},{'strong': 1},0,0,0,0,92,A. Salova / Istv'an A. Kov'acs,1,0,0
Jong-Hyun Son / J. Bonkowsky,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,91,Jong-Hyun Son / J. Bonkowsky,0,1,0
Amin Karbasi / M. Vetterli,1,1,0.0,3.0,3.0,3.0,2.0,{'only_out': 1},{'moderate': 1},0,0,0,0,81,Amin Karbasi / M. Vetterli,0,1,0
Adrián Hernández / J. Amigó,1,1,0.0,9.0,9.0,9.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,75,Adrián Hernández / J. Amigó,0,1,0
Kévin Berlemont / G. Mongillo,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,76,Kévin Berlemont / G. Mongillo,0,1,0
Mary-Anne B. MacKay / S. Dursun,1,1,1.0,4.0,5.0,4.0,2.0,{'broker': 1},{'moderate': 1},0,0,0,0,77,Mary-Anne B. MacKay / S. Dursun,0,0,1
J. Staiger / C. Petersen,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,78,J. Staiger / C. Petersen,0,1,0
C. Wozny / Stephen R. Williams,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,79,C. Wozny / Stephen R. Williams,0,1,0
Victor Buendía / A. Sanzeni,1,1,0.0,11.0,11.0,11.0,9.0,{'only_out': 1},{'strong': 1},0,0,0,0,80,Victor Buendía / A. Sanzeni,1,0,0
Robert B. Levy / A. Reyes,1,1,2.0,0.0,2.0,0.0,2.0,{'only_in': 1},{'weak': 1},1,0,0,0,82,Robert B. Levy / A. Reyes,0,1,0
Sophie Bennett / G. Finnerty,1,1,1.0,3.0,4.0,3.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,90,Sophie Bennett / G. Finnerty,0,1,0
Megan Morrison / Lai-Sang Young,1,1,0.0,7.0,7.0,7.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,83,Megan Morrison / Lai-Sang Young,1,0,0
R. L. McIntyre / G. Fahy,1,1,4.0,2.0,6.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,85,R. L. McIntyre / G. Fahy,0,1,0
Andrii Iudin / A. Patwardhan,1,0,,,,,,{},{},0,0,1,0,86,Andrii Iudin / A. Patwardhan,0,0,1
Elisabeth C. DeMarco / Estuardo Robles,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,87,Elisabeth C. DeMarco / Estuardo Robles,0,1,0
A. Butt / Alexei Verkhatsky,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,88,A. Butt / Alexei Verkhatsky,0,1,0
A. Morales-Gregorio / Karolína Korvasová,1,1,0.0,11.0,11.0,11.0,8.0,{'only_out': 1},{'strong': 1},0,0,0,0,89,A. Morales-Gregorio / Karolína Korvasová,1,0,0
J. Wegiel,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,186,J. Wegiel,0,1,0
