label,works,graph_matched,median_in_degree,median_out_degree,median_total_degree,median_out_in_ratio,median_k_core,citation_roles,citation_link_strength,weak_links,weak_unlinked,no_graph,ultra_core,community_id,community_label,core,adjacent,role_bridge
R. De Schepper / E. D’Angelo,1,1,1.0,4.0,5.0,4.0,2.0,{'broker': 1},{'moderate': 1},0,0,0,0,197,R. De Schepper / E. D’Angelo,0,1,0
R. Jacobs,1,1,0.0,7.0,7.0,7.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,198,R. Jacobs,0,1,0
T. Toyoizumi,1,1,0.0,3.0,3.0,3.0,2.0,{'only_out': 1},{'moderate': 1},0,0,0,0,200,T. Toyoizumi,0,1,0
Mu Qiao,1,1,0.0,17.0,17.0,17.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,201,Mu Qiao,1,0,0
M. Cobb,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,202,M. Cobb,0,1,0
Sebastien Kawada,1,1,0.0,5.0,5.0,5.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,209,Sebastien Kawada,1,0,0
unassigned,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,-1,unassigned,0,1,0
Michael T Stobb / E. Gahtan,1,1,4.0,8.0,12.0,2.0,5.0,{'broker': 1},{'strong': 1},0,0,0,0,139,Michael T Stobb / E. Gahtan,0,1,0
Neele Wolterhoff / P. Hiesinger,1,1,0.0,10.0,10.0,10.0,8.0,{'only_out': 1},{'strong': 1},0,0,0,0,84,Neele Wolterhoff / P. Hiesinger,0,1,0
Anand Pathak / S. Sinha,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,76,Anand Pathak / S. Sinha,0,1,0
F. V. Bussel / Marc Timme,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,77,F. V. Bussel / Marc Timme,0,1,0
N. Pospelov / A. Gorsky,1,1,1.0,4.0,5.0,4.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,78,N. Pospelov / A. Gorsky,0,1,0
Mahsa Khoshkhou / A. Montakhab,1,1,0.0,2.0,2.0,2.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,79,Mahsa Khoshkhou / A. Montakhab,0,1,0
Linnaea E. Ostroff / Joseph E LeDoux,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,80,Linnaea E. Ostroff / Joseph E LeDoux,0,1,0
Eichi Takaya / Satoshi Kurihara,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,81,Eichi Takaya / Satoshi Kurihara,1,0,0
Arturo Tozzi / L. Mariniello,1,1,0.0,7.0,7.0,7.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,82,Arturo Tozzi / L. Mariniello,0,1,0
Alexis B'enichou / Christian L. Vestergaard,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,83,Alexis B'enichou / Christian L. Vestergaard,1,0,0
Akash Pal / L. Tian,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,85,Akash Pal / L. Tian,0,1,0
A. Padmore / J. Crofts,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,74,A. Padmore / J. Crofts,0,1,0
Fatemeh Hadaeghi / Claus C. Hilgetag,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,86,Fatemeh Hadaeghi / Claus C. Hilgetag,1,0,0
Uzair Shah / Mowafa J Househ,1,1,1.0,29.0,30.0,29.0,11.0,{'broker': 1},{'strong': 1},0,0,0,0,87,Uzair Shah / Mowafa J Househ,0,1,0
Katherine Marquand / Tamara Boto,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,88,Katherine Marquand / Tamara Boto,0,1,0
Valeria d'Andrea / 35131 Padova,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,89,Valeria d'Andrea / 35131 Padova,0,1,0
Meng-Tsen Ke / Takeshi Imai,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,90,Meng-Tsen Ke / Takeshi Imai,0,1,0
John E. Dowling / Samuel M. Wu,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,91,John E. Dowling / Samuel M. Wu,0,1,0
Rajat Saxena / Bruce L. McNaughton,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,92,Rajat Saxena / Bruce L. McNaughton,0,1,0
Ryan Ellison / Scott L. Hooper,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,93,Ryan Ellison / Scott L. Hooper,0,1,0
Munehiro Hayashi / R. Kanzaki,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,75,Munehiro Hayashi / R. Kanzaki,1,0,0
Jean-René Martin / I. Salecker,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,73,Jean-René Martin / I. Salecker,0,0,1
T. Boccato / N. Toschi,1,1,0.0,10.0,10.0,10.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,138,T. Boccato / N. Toschi,0,1,0
J. van Pelt / H. Uylings,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,60,J. van Pelt / H. Uylings,0,1,0
R. Badhwar / Ganesh Bagler,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,52,R. Badhwar / Ganesh Bagler,1,0,0
Mitchell J. Vaughn / J. Haas,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,53,Mitchell J. Vaughn / J. Haas,0,1,0
L. Dipietro / Timothy Wagner,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,54,L. Dipietro / Timothy Wagner,0,1,0
Fábio Lobato / Roberto Santana,1,1,0.0,5.0,5.0,5.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,55,Fábio Lobato / Roberto Santana,0,1,0
Leehod Baruch / E. Segal,1,1,3.0,0.0,3.0,0.0,3.0,{'only_in': 1},{'moderate': 1},0,0,0,0,56,Leehod Baruch / E. Segal,0,1,0
Dongmei Shi / H. Noori,1,1,1.0,10.0,11.0,10.0,6.0,{'broker': 1},{'strong': 1},0,0,0,0,57,Dongmei Shi / H. Noori,0,1,0
Gerard Marx / Chaim Gilon,1,1,0.0,7.0,7.0,7.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,58,Gerard Marx / Chaim Gilon,0,1,0
T. Harkany / A. Alpár,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,59,T. Harkany / A. Alpár,0,1,0
Kazuma Sakamoto / T. Tsuji,1,1,3.0,1.0,4.0,0.333,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,61,Kazuma Sakamoto / T. Tsuji,1,0,0
J. Arle / Kristen W. Carlson,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,72,J. Arle / Kristen W. Carlson,0,1,0
Rohan Gupta / Karthikeyan Ravi,1,1,0.0,7.0,7.0,7.0,2.0,{'only_out': 1},{'moderate': 1},0,0,0,0,62,Rohan Gupta / Karthikeyan Ravi,0,1,0
Harold K. Shearin / R. Stowers,1,1,6.0,1.0,7.0,0.167,6.0,{'broker': 1},{'moderate': 1},0,0,0,0,63,Harold K. Shearin / R. Stowers,0,1,0
Sanga Mitra / Manikandan Narayanan,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,65,Sanga Mitra / Manikandan Narayanan,0,1,0
Giulio Valperga / M. de Bono,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,67,Giulio Valperga / M. de Bono,0,1,0
K. E. Linker / F. M. Leslie,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,68,K. E. Linker / F. M. Leslie,0,1,0
T. McGinnity / Alicia Costalago-Meruelo,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,69,T. McGinnity / Alicia Costalago-Meruelo,1,0,0
Madison T. Gray / Julie L. Lefebvre,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,70,Madison T. Gray / Julie L. Lefebvre,0,1,0
S. Latifi / S. Carmichael,1,1,0.0,5.0,5.0,5.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,71,S. Latifi / S. Carmichael,0,0,1
Qian-Quan Sun / S. Siegelbaum,1,1,2.0,0.0,2.0,0.0,2.0,{'only_in': 1},{'weak': 1},1,0,0,0,94,Qian-Quan Sun / S. Siegelbaum,0,1,0
S. Galindo / L. Pastor,1,1,1.0,7.0,8.0,7.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,95,S. Galindo / L. Pastor,0,1,0
Yaroslav Felipe Kalle Kossio / Raoul-Martin Memmesheimer,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,96,Yaroslav Felipe Kalle Kossio / Raoul-Martin Memmesheimer,0,1,0
James M. Kunert-Graf / D. Galas,1,1,0.0,7.0,7.0,7.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,128,James M. Kunert-Graf / D. Galas,1,0,0
Jong-Hyun Son / J. Bonkowsky,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,120,Jong-Hyun Son / J. Bonkowsky,0,1,0
A. Salova / Istv'an A. Kov'acs,1,1,3.0,25.0,28.0,8.333,11.0,{'broker': 1},{'strong': 1},0,0,0,0,121,A. Salova / Istv'an A. Kov'acs,1,0,0
Feici Diao / B. White,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,122,Feici Diao / B. White,0,1,0
Gonzalo Budelli / Carmen Bolatto,1,1,0.0,2.0,2.0,2.0,2.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,123,Gonzalo Budelli / Carmen Bolatto,0,1,0
Cesar Ceballos / R. Pena,1,1,0.0,17.0,17.0,17.0,11.0,{'only_out': 1},{'strong': 1},0,0,0,0,124,Cesar Ceballos / R. Pena,1,0,0
U. S. Bhat / Kavita Babu,1,1,2.0,1.0,3.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,125,U. S. Bhat / Kavita Babu,0,1,0
Christian Goodbrake / A. Goriely,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,126,Christian Goodbrake / A. Goriely,0,1,0
M. Bigot / Mariana Alonso,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,127,M. Bigot / Mariana Alonso,0,1,0
Yangfan Peng / Jörg R. P. Geiger,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,129,Yangfan Peng / Jörg R. P. Geiger,0,1,0
Dana T. Byrd / Yishi Jin,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,97,Dana T. Byrd / Yishi Jin,0,1,0
J. Briggs / M. Lakadamyali,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,130,J. Briggs / M. Lakadamyali,0,1,0
Penelope J. Kale / Leonardo L. Gollo,1,1,11.0,17.0,28.0,1.545,7.0,{'broker': 1},{'strong': 1},0,0,0,0,131,Penelope J. Kale / Leonardo L. Gollo,0,1,0
Efrain A. Ribeiro / E. Nestler,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,132,Efrain A. Ribeiro / E. Nestler,0,1,0
Saarthak Sarup / K. Boahen,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,133,Saarthak Sarup / K. Boahen,1,0,0
Nova Qi / Wesley B. Grueber,1,1,0.0,6.0,6.0,6.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,134,Nova Qi / Wesley B. Grueber,0,1,0
E. Vivi / B. Di Benedetto,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,135,E. Vivi / B. Di Benedetto,0,1,0
Madison Sneve / Kiryl D Piatkevich,1,1,1.0,20.0,21.0,20.0,11.0,{'broker': 1},{'strong': 1},0,0,0,0,136,Madison Sneve / Kiryl D Piatkevich,0,1,0
Claudia Gualtieri / Fernando J Vonhoff,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,137,Claudia Gualtieri / Fernando J Vonhoff,0,1,0
Sophie Bennett / G. Finnerty,1,1,1.0,3.0,4.0,3.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,119,Sophie Bennett / G. Finnerty,0,1,0
A. Morales-Gregorio / Karolína Korvasová,1,1,0.0,11.0,11.0,11.0,8.0,{'only_out': 1},{'strong': 1},0,0,0,0,118,A. Morales-Gregorio / Karolína Korvasová,1,0,0
Martin T. Henrich / D. Surmeier,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,117,Martin T. Henrich / D. Surmeier,0,0,1
A. Butt / Alexei Verkhatsky,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,116,A. Butt / Alexei Verkhatsky,0,1,0
Adrián Hernández / J. Amigó,1,1,0.0,9.0,9.0,9.0,6.0,{'only_out': 1},{'moderate': 1},0,0,0,0,98,Adrián Hernández / J. Amigó,0,1,0
Kévin Berlemont / G. Mongillo,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,99,Kévin Berlemont / G. Mongillo,0,1,0
M. Ram / A. Narayan,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,100,M. Ram / A. Narayan,0,1,0
Mary-Anne B. MacKay / S. Dursun,1,1,1.0,4.0,5.0,4.0,2.0,{'broker': 1},{'moderate': 1},0,0,0,0,101,Mary-Anne B. MacKay / S. Dursun,0,0,1
William F Tobin / Matthew C. Weston,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,102,William F Tobin / Matthew C. Weston,0,1,0
J. Staiger / C. Petersen,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,103,J. Staiger / C. Petersen,0,1,0
C. Wozny / Stephen R. Williams,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,104,C. Wozny / Stephen R. Williams,0,1,0
L. Menzl / D. Heiland,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,105,L. Menzl / D. Heiland,0,1,0
Victor Buendía / A. Sanzeni,1,1,0.0,11.0,11.0,11.0,9.0,{'only_out': 1},{'strong': 1},0,0,0,0,106,Victor Buendía / A. Sanzeni,1,0,0
Amin Karbasi / M. Vetterli,1,1,0.0,3.0,3.0,3.0,2.0,{'only_out': 1},{'moderate': 1},0,0,0,0,107,Amin Karbasi / M. Vetterli,0,1,0
Robert B. Levy / A. Reyes,1,1,2.0,0.0,2.0,0.0,2.0,{'only_in': 1},{'weak': 1},1,0,0,0,108,Robert B. Levy / A. Reyes,0,1,0
Laura Anton-Sanchez / Hermann Cuntz,1,1,0.0,1.0,1.0,1.0,1.0,{'only_out': 1},{'weak_unlinked': 1},0,1,0,0,109,Laura Anton-Sanchez / Hermann Cuntz,0,1,0
Megan Morrison / Lai-Sang Young,1,1,0.0,7.0,7.0,7.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,110,Megan Morrison / Lai-Sang Young,1,0,0
Ayan S. Mandal / J. Suckling,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,111,Ayan S. Mandal / J. Suckling,0,1,0
R. L. McIntyre / G. Fahy,1,1,4.0,2.0,6.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,113,R. L. McIntyre / G. Fahy,0,1,0
Houman Qadir / B. Mathur,1,1,0.0,0.0,0.0,,0.0,{'isolate': 1},{'weak_unlinked': 1},0,1,0,0,114,Houman Qadir / B. Mathur,0,1,0
Elisabeth C. DeMarco / Estuardo Robles,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,115,Elisabeth C. DeMarco / Estuardo Robles,0,1,0
J. Wegiel,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,225,J. Wegiel,0,1,0
