rank,work_id,title,year,venue,last_author,citation_count_work,cites_per_year,ultra_core,citation_link_strength,citation_role,corpus_in_degree,corpus_out_degree,citation_total_degree,k_core,pagerank_percentile,primary_community_label,confidence,n_authors,is_consortium
160,work_5347d2a55426a9b6,Ciliary and rhabdomeric photoreceptor-cell circuits form a spectral depth gauge in marine zooplankton,2018.0,bioRxiv,G. Jékely,45,5.0,False,moderate,broker,3.0,6.0,9.0,7.0,0.8415184496947172,Albert Cardona / J. Vogelstein,0.93,12,False
161,work_726c0c1ef7c520da,"NeuTu: Software for Collaborative, Large-Scale, Segmentation-Based Connectome Reconstruction",2018.0,Front. Neural Circuits,Stephen M. Plaza,45,5.0,False,strong,broker,18.0,7.0,25.0,11.0,0.9657552428988584,J. Lichtman / Hanspeter Pfister,0.97,4,False
162,work_ae696024feaf530f,A Pathoconnectome of Early Neurodegeneration: Network changes in retinal degeneration,2020.0,bioRxiv,Bryan William Jones,44,6.29,False,moderate,broker,3.0,3.0,6.0,5.0,0.7908149721263605,James R. Anderson / Bryan William Jones,0.95,13,False
163,work_f82bf71973d40a91,"Comparative Connectomics Reveals How Partner Identity, Location, and Activity Specify Synaptic Connectivity in Drosophila",2020.0,Neuron,Marta Zlatic,44,6.29,False,strong,broker,14.0,13.0,27.0,11.0,0.941863551898062,Albert Cardona / J. Vogelstein,0.94,9,False
164,work_ad7e31aa5c15b233,A developmental framework linking neurogenesis and circuit formation in the Drosophila CNS,2019.0,eLife,C. Doe,44,5.5,False,strong,broker,9.0,3.0,12.0,8.0,0.9192991770639768,Albert Cardona / J. Vogelstein,0.95,9,False
165,work_82d6e0fcb7d01d1c,Volume EM Reconstruction of Spinal Cord Reveals Wiring Specificity in Speed-Related Motor Circuits.,2018.0,Cell Reports,Johann H Bollmann,44,4.89,False,moderate,only_in,4.0,0.0,4.0,3.0,0.8831961773294399,M. Helmstaedter / Winfried Denk,0.98,4,False
166,work_85e90cad98b9be25,Neural circuit basis of aversive odour processing in Drosophila from sensory input to descending output,2018.0,,G. Jefferis,44,4.89,False,moderate,broker,6.0,2.0,8.0,8.0,0.9437217945314574,H. Sebastian Seung / G. Jefferis,0.96,21,True
167,work_cda2a76c443e1ca4,NeuroBlocks – Visual Tracking of Segmentation and Proofreading for Large Connectomics Projects,2016.0,IEEE Transactions on Visualization and Computer Graphics,Markus Hadwiger,44,4.0,False,strong,broker,9.0,5.0,14.0,9.0,0.959118662065304,J. Lichtman / Hanspeter Pfister,0.95,7,False
168,work_cbfb9642f5950bcf,Sexual dimorphism in the complete connectome of the Drosophila male central nervous system,2025.0,bioRxiv,G. Jefferis,43,21.5,False,moderate,only_in,8.0,0.0,8.0,7.0,0.8582426333952747,J. Lichtman / Hanspeter Pfister,0.98,111,True
169,work_60a23a2cc829104f,Useful road maps: studying Drosophila larva’s central nervous system with the help of connectomics,2020.0,Current Opinion in Neurobiology,Marta Zlatic,43,6.14,False,strong,broker,7.0,3.0,10.0,8.0,0.9031059198301036,Albert Cardona / J. Vogelstein,0.85,2,False
170,work_a067ff2b158f0bbb,The connectome of the Caenorhabditis elegans pharynx,2019.0,bioRxiv,O. Hobert,43,5.38,False,strong,broker,6.0,4.0,10.0,7.0,0.9195646402973188,Oliver Hobert / Steven J. Cook,0.95,6,False
171,work_d1dfe00be00c93cb,Connectomics of the zebrafish's lateral-line neuromast reveals wiring and miswiring in a simple microcircuit,2018.0,bioRxiv,A. Hudspeth,43,4.78,False,weak,only_in,1.0,0.0,1.0,1.0,0.7722325457924077,E. Dow / A. Hudspeth,0.95,6,False
172,work_3de0825b6d9efa49,Flood-Filling Networks,2016.0,arXiv.org,Viren Jain,43,3.91,False,strong,broker,17.0,1.0,18.0,11.0,0.9848685956994956,J. Lichtman / Hanspeter Pfister,0.97,6,False
173,work_07da33548167bb21,3D Electron Microscopy Study of Synaptic Organization of the Normal Human Transentorhinal Cortex and Its Possible Alterations in Alzheimer’s Disease,2019.0,eNeuro,L. Alonso-Nanclares,42,5.25,False,,no_graph,,,,,,Javier DeFelipe / Michael W. Reimann,0.92,9,False
174,work_cc31e996b2ec9309,Synaptic Partner Assignment Using Attentional Voxel Association Networks,2019.0,IEEE International Symposium on Biomedical Imaging,H. Seung,42,5.25,False,strong,broker,24.0,13.0,37.0,11.0,0.9551367135651712,H. Sebastian Seung / G. Jefferis,0.95,6,False
175,work_5c2b6a3221e4435d,DotMotif: an open-source tool for connectome subgraph isomorphism search and graph queries,2020.0,Scientific Reports,William Gray-Roncal,41,5.86,False,strong,broker,19.0,14.0,33.0,11.0,0.9373506769312452,Albert Cardona / J. Vogelstein,0.9,7,False
176,work_c1d0772b3b89eba2,UNI-EM: An Environment for Deep Neural Network-Based Automated Segmentation of Neuronal Electron Microscopic Images,2019.0,Scientific Reports,Shin Ishii,41,5.12,False,strong,broker,7.0,12.0,19.0,11.0,0.8948765595964959,Hideyuki Okano / Alexander Woodward,0.96,5,False
177,work_61f679ca5be263a0,Beyond counts and shapes: Studying pathology of dendritic spines in the context of the surrounding neuropil through serial section electron microscopy,2012.0,Neuroscience,K. Harris,41,2.73,False,moderate,broker,1.0,2.0,3.0,3.0,0.8247942659941598,Albert Cardona / J. Vogelstein,0.87,3,False
178,work_9678d39054f8cb2b,Antagonistic inhibitory circuits integrate visual and gravitactic behaviors,2019.0,Current Biology,W. Smith,40,5.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.412529864613751,Xiaoyin Chen / Yonggang Wang,0.9,7,False
179,work_5bc304fcee3828a1,Detection of Neuron Membranes in Electron Microscopy Images using Multi-scale Context and Radon-like Features,2011.0,International Conference on Medical Image Computing and Computer-Assisted Intervention,T. Tasdizen,40,2.5,False,weak,broker,1.0,1.0,2.0,2.0,0.7517918768250598,James R. Anderson / Bryan William Jones,0.93,7,False
180,work_3d25f36feef3f4d0,Neural mechanisms of contextual modulation in the retinal direction selective circuit,2019.0,Nature Communications,Wei Wei,39,4.88,False,weak,only_in,1.0,0.0,1.0,1.0,0.6790549508893018,Xiaoyin Chen / Yonggang Wang,0.94,4,False
181,work_8c54f7481fa31618,A resource for the Drosophila antennal lobe provided by the connectome of glomerulus VA1v,2018.0,eLife,I. Meinertzhagen,39,4.33,False,strong,broker,5.0,9.0,14.0,11.0,0.8728431112290947,J. Lichtman / Hanspeter Pfister,0.94,12,False
182,work_31955c620b12a810,An efficient analytical reduction of detailed nonlinear neuron models,2020.0,Nature Communications,I. Segev,38,5.43,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2309530130076984,Javier DeFelipe / Michael W. Reimann,0.87,7,False
183,work_dea4521ee619918d,PyTorch Connectomics: A Scalable and Flexible Segmentation Framework for EM Connectomics,2021.0,arXiv.org,H. Pfister,37,6.17,False,strong,broker,16.0,9.0,25.0,11.0,0.94770374303159,J. Lichtman / Hanspeter Pfister,0.95,4,False
184,work_798e413af36b6f31,Biologically-Constrained Graphs for Global Connectomics Reconstruction,2019.0,Computer Vision and Pattern Recognition,H. Pfister,37,4.62,False,strong,broker,16.0,10.0,26.0,11.0,0.9166445447305548,J. Lichtman / Hanspeter Pfister,0.95,6,False
185,work_d3efc2c41f0790db,3-dimensional electron microscopic imaging of the zebrafish olfactory bulb and dense reconstruction of neurons,2016.0,Scientific Data,R. Friedrich,37,3.36,False,strong,broker,7.0,9.0,16.0,11.0,0.9641624634988054,M. Helmstaedter / Winfried Denk,0.94,3,False
186,work_f6d59143f867369b,ON Cone Bipolar Cell Axonal Synapses in the OFF Inner Plexiform Layer of the Rabbit Retina,2013.0,The Journal of comparative neurology,R. Marc,37,2.64,False,moderate,broker,2.0,2.0,4.0,4.0,0.8165649057605522,James R. Anderson / Bryan William Jones,0.96,7,False
187,work_226671ea5a46bda3,The fly connectome reveals a path to the effectome,2024.0,Nature,Jonathan W. Pillow,36,12.0,False,strong,broker,12.0,13.0,25.0,11.0,0.938677993097956,H. Sebastian Seung / G. Jefferis,0.94,13,False
188,work_8a9f36433b0e7803,Synaptic gradients transform object location to action,2023.0,Nature,G. Card,36,9.0,False,moderate,only_in,3.0,0.0,3.0,3.0,0.8096628616936554,James R. Anderson / Bryan William Jones,0.97,17,False
189,work_0dbd0aa2e5e7f828,Taste quality and hunger interactions in a feeding sensorimotor circuit,2022.0,bioRxiv,Kristin Scott,36,7.2,False,moderate,broker,2.0,3.0,5.0,5.0,0.7629413326254314,H. Sebastian Seung / G. Jefferis,0.97,5,False
190,work_55a31c8884d2dba2,Cell-type-specific inhibitory circuitry from a connectomic census of mouse visual cortex,2023.0,bioRxiv,N. D. da Costa,35,8.75,False,strong,broker,11.0,22.0,33.0,11.0,0.9118662065303956,H. Sebastian Seung / G. Jefferis,0.97,47,True
191,work_0c913304a5fb2574,Registering large volume serial-section electron microscopy image sets for neural circuit reconstruction using FFT signal whitening,2016.0,International Conference on Artificial Intelligence and Pattern Recognition,J. Lichtman,35,3.18,False,strong,broker,13.0,4.0,17.0,10.0,0.9546057870984868,J. Lichtman / Hanspeter Pfister,0.96,6,False
192,work_02c77af0d554feec,A Context-Aware Delayed Agglomeration Framework for Electron Microscopy Segmentation,2014.0,PLoS ONE,Louis K. Scheffer,35,2.69,False,strong,broker,16.0,7.0,23.0,11.0,0.9819485001327316,J. Lichtman / Hanspeter Pfister,0.94,4,False
193,work_ab6b317a17285c28,RoboEM: automated 3D flight tracing for synaptic-resolution connectomics,2022.0,bioRxiv,M. Helmstaedter,34,6.8,False,strong,broker,14.0,26.0,40.0,11.0,0.9028404565967614,M. Helmstaedter / Winfried Denk,0.96,4,False
194,work_9bc341caddd144e5,DVID: Distributed Versioned Image-Oriented Dataservice,2019.0,Front. Neural Circuits,Stephen M. Plaza,34,4.25,False,strong,broker,20.0,8.0,28.0,11.0,0.9631006105654368,J. Lichtman / Hanspeter Pfister,0.95,2,False
195,work_205b4deb6da9f5bb,A joint graph inference case study: the C. elegans chemical and electrical connectomes,2015.0,Worm,C. Priebe,34,2.83,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2744889832758163,Albert Cardona / J. Vogelstein,0.9,4,False
196,work_be300a95019327be,Transforming descending input into motor output: An analysis of the Drosophila Male Adult Nerve Cord connectome,2025.0,bioRxiv,G. Card,33,16.5,False,moderate,only_in,4.0,0.0,4.0,4.0,0.8640828245288028,H. Sebastian Seung / G. Jefferis,0.97,15,False
197,work_bf960a676e2587a3,Petascale pipeline for precise alignment of images from serial section electron microscopy,2022.0,bioRxiv,Sebastian Seung,33,6.6,False,,no_graph,,,,,,H. Sebastian Seung / G. Jefferis,0.96,13,False
198,work_2521d618f4568e57,The connectome predicts resting state functional connectivity across the Drosophila brain,2020.0,bioRxiv,T. R. Clandinin,33,4.71,False,strong,broker,11.0,14.0,25.0,11.0,0.921422882930714,Xiaoyin Chen / Yonggang Wang,0.94,3,False
199,work_7ab3302f7f8fd0a5,Learning and Segmenting Dense Voxel Embeddings for 3D Neuron Reconstruction,2019.0,IEEE Transactions on Medical Imaging,H. Seung,33,4.12,False,strong,broker,4.0,7.0,11.0,10.0,0.8001061852933369,H. Sebastian Seung / G. Jefferis,0.96,4,False
200,work_2c23ff2f9ed14485,Multi-layered maps of neuropil with segmentation-guided contrastive learning,2022.0,bioRxiv,Viren Jain,32,6.4,False,,no_graph,,,,,,H. Sebastian Seung / G. Jefferis,0.94,11,False
201,work_7047d97957cd06a4,Connectomic features underlying diverse synaptic connection strengths and subcellular computation,2021.0,bioRxiv,James M. Jeanne,32,5.33,False,strong,broker,15.0,20.0,35.0,11.0,0.9485001327316168,Kristyn M. Lizbinski / James M. Jeanne,0.97,4,False
202,work_b5084356dd64493c,Unveiling the sensory and interneuronal pathways of the neuroendocrine connectome in Drosophila,2021.0,eLife,M. Pankratz,32,5.33,False,strong,broker,5.0,9.0,14.0,9.0,0.865941067162198,Albert Cardona / J. Vogelstein,0.97,11,False
203,work_f9058445fb301eac,Integration of signals from different cortical areas in higher order thalamic neurons,2021.0,Proceedings of the National Academy of Sciences of the United States of America,N. Kasthuri,32,5.33,False,weak,only_in,1.0,0.0,1.0,1.0,0.7074595168569153,M. Helmstaedter / Winfried Denk,0.93,4,False
204,work_59d22903e5457a0a,Network Architecture of Gap Junctional Coupling among Parallel Processing Channels in the Mammalian Retina,2020.0,Journal of Neuroscience,Bryan W. Jones,32,4.57,False,moderate,broker,2.0,1.0,3.0,3.0,0.7191398991239714,James R. Anderson / Bryan William Jones,0.93,13,False
205,work_5e9c168380b2ea05,Neuronal contact predicts connectivity in the C. elegans brain,2022.0,bioRxiv,O. Hobert,31,6.2,False,strong,broker,13.0,4.0,17.0,7.0,0.931510485797717,Oliver Hobert / Steven J. Cook,0.91,3,False
206,work_87579702ea1165f6,Connectome of the lamina reveals the circuit for early color processing in the visual pathway of a butterfly.,2022.0,Current Biology,K. Arikawa,31,6.2,False,moderate,broker,2.0,1.0,3.0,3.0,0.7942659941598089,James R. Anderson / Bryan William Jones,0.96,10,False
207,work_0c62223b980049c1,The connectome of the adult Drosophila mushroom body: implications for function,2020.0,bioRxiv,G. Rubin,31,4.43,False,strong,broker,8.0,14.0,22.0,11.0,0.9469073533315636,H. Sebastian Seung / G. Jefferis,0.96,24,True
208,work_e91f8fec13f96681,Fluorescence-Based Quantitative Synapse Analysis for Cell Type-Specific Connectomics,2019.0,eNeuro,Alison L. Barth,31,3.88,False,weak,broker,1.0,1.0,2.0,2.0,0.7178125829572605,Albert Cardona / J. Vogelstein,0.95,7,False
209,work_8c996063abb76253,"FluoEM, virtual labeling of axons in three-dimensional electron microscopy data for long-range connectomics",2018.0,eLife,M. Helmstaedter,31,3.44,False,strong,broker,3.0,8.0,11.0,9.0,0.8494823466949828,M. Helmstaedter / Winfried Denk,0.91,4,False
210,work_afb5ff09ed0db00c,Guided Proofreading of Automatic Segmentations for Connectomics,2017.0,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,H. Pfister,31,3.1,False,strong,broker,13.0,9.0,22.0,11.0,0.9089461109636316,J. Lichtman / Hanspeter Pfister,0.96,5,False
211,work_ff1a59ad465469d2,Semiparametric spectral modeling of the Drosophila connectome,2017.0,,Albert Cardona,31,3.1,False,moderate,broker,2.0,2.0,4.0,4.0,0.7929386779930979,Albert Cardona / J. Vogelstein,0.94,11,False
212,work_c0c6e627665cfab2,Rod-Cone Crossover Connectome of Mammalian Bipolar Cells,2016.0,The Journal of comparative neurology,R. Marc,31,2.82,False,moderate,broker,3.0,3.0,6.0,5.0,0.8239978762941332,James R. Anderson / Bryan William Jones,0.95,12,False
213,work_c71bd1681aa3a6dd,Nested neural circuits generate distinct acoustic signals during Drosophila courtship,2023.0,bioRxiv,B. Dickson,30,7.5,False,moderate,broker,4.0,5.0,9.0,9.0,0.8324926997610831,J. Lichtman / Hanspeter Pfister,0.93,6,False
214,work_8e67364505d22b4a,Center-surround interactions underlie bipolar cell motion sensitivity in the mouse retina,2022.0,Nature Communications,Anna L. Vlasits,30,6.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3092646668436422,M. Helmstaedter / Winfried Denk,0.89,9,False
215,work_4ba1c97ceb43aab4,Genetically targeted 3D visualisation of Drosophila neurons under Electron Microscopy and X-Ray Microscopy using miniSOG,2016.0,Scientific Reports,G. Jefferis,30,2.73,False,moderate,broker,1.0,6.0,7.0,7.0,0.8197504645606584,Xiaoyin Chen / Yonggang Wang,0.91,6,False
216,work_8347b1b95882d657,Partial connectomes of labeled dopaminergic circuits reveal non-synaptic communication and axonal remodeling after exposure to cocaine,2021.0,eLife,B. Kasthuri,29,4.83,False,strong,broker,2.0,16.0,18.0,9.0,0.794531457393151,J. Lichtman / Hanspeter Pfister,0.96,9,False
217,work_c6e23170a4ea8354,The Wiring Logic of an Identified Serotonergic Neuron That Spans Sensory Networks,2020.0,Journal of Neuroscience,A. Dacks,29,4.14,False,moderate,broker,3.0,6.0,9.0,8.0,0.8537297584284577,M. Helmstaedter / Winfried Denk,0.96,10,False
218,work_d81e3f399756a9fe,Morphological Error Detection in 3D Segmentations,2017.0,arXiv.org,N. Shavit,29,2.9,False,strong,broker,6.0,5.0,11.0,11.0,0.9439872577647996,J. Lichtman / Hanspeter Pfister,0.91,8,False
219,work_10a0b035f8a594bc,Connectomic reconstruction predicts visual features used for navigation,2024.0,Nature,Sung Soo Kim,28,9.33,False,strong,broker,5.0,5.0,10.0,8.0,0.8643482877621449,H. Sebastian Seung / G. Jefferis,0.97,11,False
220,work_a621029de816adc1,Predicting visual function by interpreting a neuronal wiring diagram,2024.0,Nature,H. S. Seung,28,9.33,False,strong,broker,7.0,4.0,11.0,8.0,0.8850544199628352,H. Sebastian Seung / G. Jefferis,0.93,1,False
221,work_3d4f459dce5d0c1b,Dynamic Functional Connectivity in the Static Connectome of C. elegans,2022.0,Current Opinion in Neurobiology,A. Gordus,28,5.6,False,moderate,broker,1.0,5.0,6.0,6.0,0.7106450756570215,S. Flavell / A. Gordus,0.93,2,False
222,work_1e45d26255aa5210,Petabyte-Scale Multi-Morphometry of Single Neurons for Whole Brains,2021.0,Neuroinformatics,Hanchuan Peng,28,4.67,False,weak,only_in,2.0,0.0,2.0,2.0,0.7552428988585081,Xiaoyin Chen / Yonggang Wang,0.93,14,False
223,work_c92a0fc5d845cc35,A scalable and modular automated pipeline for stitching of large electron microscopy datasets,2021.0,bioRxiv,Nuno Maçarico da Costa,28,4.67,False,strong,broker,8.0,13.0,21.0,11.0,0.9352269710645076,H. Sebastian Seung / G. Jefferis,0.95,22,True
224,work_ae9a3ca349c79d5b,Scalable Interactive Visualization for Connectomics,2017.0,Informatics,H. Pfister,28,2.8,False,strong,broker,9.0,16.0,25.0,11.0,0.9203610299973454,J. Lichtman / Hanspeter Pfister,0.94,19,False
225,work_21a6d978640a88d8,Multiscale Exploration of Mouse Brain Microstructures Using the Knife-Edge Scanning Microscope Brain Atlas,2011.0,Front. Neuroinform.,Yoonsuck Choe,28,1.75,False,moderate,broker,1.0,3.0,4.0,4.0,0.8370055747279002,Albert Cardona / J. Vogelstein,0.92,9,False
226,work_579bab55f1835737,Immersion fixation and staining of multi-cubic millimeter volumes for electron microscopy-based connectomics of human brain biopsies,2023.0,Biological Psychiatry,J. Lichtman,27,6.75,False,strong,broker,11.0,10.0,21.0,11.0,0.9171754711972392,J. Lichtman / Hanspeter Pfister,0.95,8,False
227,work_d2598eb05d29450d,AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions,2021.0,International Conference on Medical Image Computing and Computer-Assisted Intervention,H. Pfister,27,4.5,False,strong,broker,6.0,12.0,18.0,11.0,0.8712503318290417,J. Lichtman / Hanspeter Pfister,0.94,16,False
228,work_df306d058308b052,Taste Bud Connectome: Implications for Taste Information Processing,2021.0,Journal of Neuroscience,T. Finger,27,4.5,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.5285372975842846,H. Sebastian Seung / G. Jefferis,0.91,6,False
229,work_f071283c3295aa52,Permeabilization-free en bloc immunohistochemistry for correlative microscopy,2020.0,bioRxiv,K. Briggman,27,3.86,False,strong,broker,9.0,8.0,17.0,10.0,0.9275285372975844,M. Helmstaedter / Winfried Denk,0.85,2,False
230,work_6dfd679b90335d75,A Deep Structured Learning Approach Towards Automating Connectome Reconstruction from 3D Electron Micrographs,2017.0,arXiv.org,Srinivas C. Turaga,27,2.7,False,moderate,broker,7.0,2.0,9.0,8.0,0.9426599415980886,M. Helmstaedter / Winfried Denk,0.97,7,False
231,work_a56b40449cfa0f07,Automatic Neuron Type Identification by Neurite Localization in the Drosophila Medulla,2014.0,arXiv.org,Stephen M. Plaza,27,2.08,False,moderate,broker,1.0,2.0,3.0,3.0,0.7239182373241306,J. Lichtman / Hanspeter Pfister,0.88,2,False
232,work_ceb66b1db1935fdb,Predicting modular functions and neural coding of behavior from a synaptic wiring diagram,2024.0,Nature Neuroscience,S. Williams,26,8.67,False,strong,broker,3.0,18.0,21.0,11.0,0.7833820015927794,H. Sebastian Seung / G. Jefferis,0.96,28,True
233,work_dba0d0b696c23844,Synaptic polarity and sign-balance prediction using gene expression data in the Caenorhabditis elegans chemical synapse neuronal connectome network,2020.0,bioRxiv,P. Csermely,26,3.71,False,strong,broker,10.0,13.0,23.0,9.0,0.899389434563313,Gábor S. Szilágyi / Zsolt Vassy,0.91,5,False
234,work_20e028bfe929110a,"Big data in nanoscale connectomics, and the greed for training labels.",2019.0,Current Opinion in Neurobiology,M. Helmstaedter,26,3.25,False,strong,broker,9.0,12.0,21.0,11.0,0.884788956729493,M. Helmstaedter / Winfried Denk,0.94,4,False
235,work_7ed8d73ae2a0bf85,Analyzing Image Segmentation for Connectomics,2018.0,Front. Neural Circuits,Jan Funke,26,2.89,False,strong,broker,6.0,9.0,15.0,11.0,0.8826652508627555,J. Lichtman / Hanspeter Pfister,0.97,2,False
236,work_9de42838001f372f,An automated images-to-graphs framework for high resolution connectomics,2014.0,Front. Neuroinform.,Gregory Hager,26,2.0,False,strong,broker,13.0,9.0,22.0,10.0,0.959384125298646,Albert Cardona / J. Vogelstein,0.95,11,False
237,work_bf26c692403dc5e3,Synaptic architecture of a memory engram in the mouse hippocampus,2025.0,Science,A. Maximov,25,12.5,False,strong,broker,3.0,12.0,15.0,7.0,0.8890363684629679,Xiaoyin Chen / Yonggang Wang,0.96,28,True
238,work_97fef5d2214981f3,Circuit reorganization shapes the developing human foveal midget connectome towards single-cone resolution,2020.0,Neuron,R. Wong,25,3.57,False,moderate,broker,5.0,4.0,9.0,5.0,0.9121316697637376,H. Sebastian Seung / G. Jefferis,0.93,7,False
239,work_64f7b9e478002d6b,Segmentation-Enhanced CycleGAN,2019.0,bioRxiv,Viren Jain,25,3.12,False,moderate,broker,5.0,4.0,9.0,6.0,0.9370852136979028,J. Lichtman / Hanspeter Pfister,0.92,2,False
240,work_79d3436af1375244,Image-based correction of continuous and discontinuous non-planar axial distortion in serial section microscopy,2015.0,Bioinform.,S. Saalfeld,25,2.08,False,strong,broker,6.0,7.0,13.0,10.0,0.9548712503318292,J. Lichtman / Hanspeter Pfister,0.95,3,False
241,work_8807986533ec5350,Annotating Synapses in Large EM Datasets,2014.0,arXiv.org,P. Rivlin,25,1.92,False,strong,broker,17.0,3.0,20.0,11.0,0.9816830368993894,J. Lichtman / Hanspeter Pfister,0.96,6,False
242,work_63d1c71c6b4843f4,Hunger- and thirst-sensing neurons modulate a neuroendocrine network to coordinate sugar and water ingestion,2023.0,bioRxiv,Kristin Scott,24,6.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.5566764003185559,H. Sebastian Seung / G. Jefferis,0.88,5,False
243,work_f104e8c98ee2c0bf,Connectomics of the Octopus vulgaris vertical lobe provides insight into conserved and novel principles of a memory acquisition network,2022.0,bioRxiv,B. Hochner,24,4.8,False,strong,broker,8.0,24.0,32.0,11.0,0.8547916113618264,J. Lichtman / Hanspeter Pfister,0.93,13,False
244,work_a420712d6b601b7b,Enabling FIB-SEM Systems for Large Volume Connectomics and Cell Biology,2019.0,bioRxiv,H. Hess,24,3.0,False,strong,broker,10.0,8.0,18.0,11.0,0.943190868064773,J. Lichtman / Hanspeter Pfister,0.9,4,False
245,work_0ac82de3efe180e8,Connectomics of predicted Sst transcriptomic types in mouse visual cortex,2025.0,Nature,S. Sorensen,23,11.5,False,moderate,broker,2.0,5.0,7.0,6.0,0.7831165383594372,H. Sebastian Seung / G. Jefferis,0.93,51,True
246,work_5d14dfa16e4b8cf3,Prediction of neural activity in connectome-constrained recurrent networks,2024.0,bioRxiv,Ashok Litwin-Kumar,23,7.67,False,strong,broker,6.0,21.0,27.0,10.0,0.915582691797186,Albert Cardona / J. Vogelstein,0.89,2,False
247,work_4880cacffadd6077,Drosophila gustatory projections are segregated by taste modality and connectivity,2021.0,bioRxiv,Kristin Scott,23,3.83,False,moderate,broker,2.0,7.0,9.0,7.0,0.8492168834616406,H. Sebastian Seung / G. Jefferis,0.87,4,False
248,work_d336a05923d05f7e,Conserved Circuits for Direction Selectivity in the Primate Retina,2021.0,bioRxiv,J. Neitz,23,3.83,False,moderate,broker,1.0,3.0,4.0,4.0,0.679320414122644,James R. Anderson / Bryan William Jones,0.97,7,False
249,work_e2add1edf5ce4563,Multilayer network analysis of C. elegans: Looking into the locomotory circuitry,2020.0,Neurocomputing,P. Hövel,23,3.29,False,strong,broker,5.0,9.0,14.0,6.0,0.8739049641624635,Philipp Hövel / Jorge Ruiz,0.89,4,False
250,work_f6317afac7cb4ae0,Connectomic analysis reveals an interneuron with an integral role in the retinal circuit for night vision,2020.0,bioRxiv,J. Singer,23,3.29,False,moderate,broker,2.0,1.0,3.0,3.0,0.7183435094239448,M. Helmstaedter / Winfried Denk,0.94,12,False
251,work_c3acb4802f98e9c8,A Multicore Path to Connectomics-on-Demand,2017.0,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,N. Shavit,23,2.3,False,strong,broker,11.0,9.0,20.0,11.0,0.9646933899654898,J. Lichtman / Hanspeter Pfister,0.95,9,False
252,work_29f2f0197383d513,RhoanaNet Pipeline: Dense Automatic Neural Annotation,2016.0,arXiv.org,H. Pfister,23,2.09,False,strong,broker,10.0,5.0,15.0,11.0,0.9421290151314043,J. Lichtman / Hanspeter Pfister,0.95,10,False
253,work_caba1149824d992a,Comparative connectomics of two distantly related nematode species reveals patterns of nervous system evolution,2025.0,bioRxiv,Oliver Hobert,22,11.0,False,moderate,broker,3.0,5.0,8.0,7.0,0.777010883992567,Oliver Hobert / Steven J. Cook,0.96,11,False
254,work_582b4134fbc951cc,Social state alters vision using three circuit mechanisms in Drosophila,2024.0,Nature,G. Rubin,22,7.33,False,moderate,broker,4.0,3.0,7.0,6.0,0.8293071409609769,J. Lichtman / Hanspeter Pfister,0.94,13,False
255,work_a94eb0820c4c98b1,High-throughput segmentation of unmyelinated axons by deep learning,2021.0,Scientific Reports,M. M. Dundar,22,3.67,False,moderate,broker,2.0,1.0,3.0,3.0,0.7363950092912132,Emanuele Plebani / M. M. Dundar,0.95,10,False
256,work_6acb043eb4685374,Two Stream Active Query Suggestion for Active Learning in Connectomics,2020.0,European Conference on Computer Vision,H. Pfister,22,3.14,False,moderate,broker,4.0,4.0,8.0,8.0,0.8622245818954075,J. Lichtman / Hanspeter Pfister,0.95,17,False
257,work_ed43e8259dc6cab9,En bloc preparation of Drosophila brains enables high-throughput FIB-SEM connectomics,2019.0,bioRxiv,I. Meinertzhagen,22,2.75,False,strong,broker,15.0,17.0,32.0,11.0,0.9514202282983808,J. Lichtman / Hanspeter Pfister,0.95,11,False
258,work_16b9df3949da837d,A leaky integrate-and-fire computational model based on the connectome of the entire adult Drosophila brain reveals insights into sensorimotor processing,2023.0,bioRxiv,Kristin Scott,21,5.25,False,moderate,broker,3.0,6.0,9.0,8.0,0.8553225378285108,H. Sebastian Seung / G. Jefferis,0.95,27,True
259,work_726e4e2ab35a1839,Dense Circuit Reconstruction to Understand Neuronal Computation: Focus on Zebrafish.,2021.0,Annual Review of Neuroscience,A. Wanner,21,3.5,False,moderate,only_in,3.0,0.0,3.0,3.0,0.8449694717281656,M. Helmstaedter / Winfried Denk,0.97,2,False
260,work_908f9dfa68a849c9,Visual Correspondences for Unsupervised Domain Adaptation on Electron Microscopy Images,2020.0,IEEE Transactions on Medical Imaging,P. Fua,21,3.0,False,,no_graph,,,,,,Javier DeFelipe / Michael W. Reimann,0.9,5,False
261,work_143f618b404b400b,Building Retinal Connectomes,2012.0,Current Opinion in Neurobiology,James R. Anderson,21,1.4,False,strong,broker,11.0,9.0,20.0,6.0,0.957791345898593,James R. Anderson / Bryan William Jones,0.95,5,False
