work_id,canonical_paper_id,source_group,year,venue,doi,title,publication_types,has_abstract,abstract_chars,record_type,is_research_paper,confidence,signal_count,evidence,title_rule,title_rule_type,title_rule_strength,title_match,publication_type_signal,publication_type_signal_type,publication_type_signal_strength,vetoed_publication_type_signals,research_publication_types,signals_conflict,watchlist_titles,review_queue,review_reasons
work_0a8bf73771073410,b5780fac845ebd65d5241e44530a2e64388d7ab2,unresolved,2026.0,Neurology,10.1212/wnl.0000000000218416,Prediction of Long-Term Postsurgical Seizure Recurrence From MRI Brain Hub Disruption in Patients With Temporal Lobe Epilepsy.,Study;JournalArticle,True,2648,research_paper,True,high,0,research_publication_type:Study,,,,,,,,,Study,False,,False,
work_0a8c8612e2e1b738,e8e6f3ff3a6fd1fb80d4cfe63a7b39415e82d1ad,unresolved,2023.0,bioRxiv,10.1038/s42003-024-06401-4,Fast connectivity gradient approximation: maintaining spatially fine-grained connectivity gradients while reducing computational costs,JournalArticle,True,526,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0ac82de3efe180e8,c83e6fb058b44eb025458dd7ace81692f50040ae,core_audit,2025.0,Nature,10.1038/s41586-025-08805-6,Connectomics of predicted Sst transcriptomic types in mouse visual cortex,JournalArticle,True,1691,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0ae9da810a92f761,2695ca3a3fb857792dc5759a37d5abc95de2bb17,unresolved,2016.0,Medical Image Anal.,10.1016/j.media.2016.02.010,Non Local Spatial and Angular Matching : Enabling higher spatial resolution diffusion MRI datasets through adaptive denoising,JournalArticle,True,2232,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0aeb7bcccf17d282,eed567566cf01fc324c1a1c0dd31c0fa986c0398,core_audit,2026.0,bioRxiv,10.64898/2026.07.27.741074,Perfusion quality does not necessarily predict ultrastructural preservation after hyperosmotic brain perfusion,JournalArticle,True,1723,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0aef1e39f8bc1e7a,a2f63483386ca523e1905ff3c60cc22312342b90,unresolved,2017.0,NeuroImage,10.1016/j.neuroimage.2017.10.067,Spatio-temporal Modeling of Connectome-Scale Brain Network Interactions via Time-evolving Graphs,Review;JournalArticle,True,1854,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0b1e4c53b1160b92,4f44bba651b24011ca4ffbda590c4fffb87ea787,role_bridge,2013.0,PLoS ONE,10.1371/journal.pone.0062714,"De Novo Assembly, Functional Annotation and Comparative Analysis of Withania somnifera Leaf and Root Transcriptomes to Identify Putative Genes Involved in the Withanolides Biosynthesis",JournalArticle,True,1591,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b2e5e6472e69adb,e084fd87b091cf0b68f0ce345fc9bb6cf51c274e,unresolved,2019.0,International Conference on Medical Image Computing and Computer-Assisted Intervention,10.1007/978-3-030-32248-9_60,Surface-based Tracking of U-fibers in the Superficial White Matter,JournalArticle,True,1640,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b2eff5011904b68,37dd439bb6a06f77c5c87f74e575213b2fd000c3,core_audit,2015.0,Worm,10.4161/21624054.2014.992668,Engineering new synaptic connections in the C. elegans connectome,JournalArticle,True,970,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b3368a59ac0d45c,21bbd8c9419a71f4b83b9f4a381f460181becc50,core_audit,2016.0,,10.18103/mra.v4i4.604,Application of the radial distribution functions for quantitative analysis of neuropil microstructure in stratum radiatum of CA1 region in hippocampus,,True,1669,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b343363818971d3,4382a3c4d1b469ecfb1362cb5d7430d9640abdc9,unresolved,2019.0,Journal of Neurology Neurosurgery & Psychiatry,10.1136/jnnp-2019-abn.60,TP3-5 Structural connectivity driven stereoelectroencephalography (SEEG) electrode targeting in suspected pseudotemporal and temporal plus epilepsy,,True,3208,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b38618c926fc003,f7edee85a6f72078e63f0b84e8f03725646d9a7f,role_bridge,,,,Combining brain-wide activity imaging with electron microscopy reveals a distributed nociceptive network in the brain,,False,0,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b58677ca30e94c9,d4697ad12ea937b4306455eb053a0a0abd247b6d,unresolved,2017.0,Journal of machine learning research,,Statistical Inference on Random Dot Product Graphs: a Survey,JournalArticle;Review,True,1224,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0b670a6c52756d20,3a6ada447c9ea16bfaa61ea41502a79b549c6abb,core_audit,2021.0,International Conference on Medical Imaging with Deep Learning,,Bridging the Gap: Point Clouds for Merging Neurons in Connectomics,JournalArticle,True,1106,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b986a23edb7f374,19ba07004ed2fb413b8028cb1a53fc01ed669287,role_bridge,2012.0,Plant Molecular Biology,10.1007/s11103-012-9924-z,"Large-scale collection and annotation of gene models for date palm (Phoenix dactylifera, L.)",JournalArticle,True,1574,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b9b3970f5ad15af,f2f62873200dbb6e80b9a002c1fe2e359171fe86,core_audit,2023.0,bioRxiv,10.1038/s41467-024-49616-z,Diversity of visual inputs to Kenyon cells of the Drosophila mushroom body,JournalArticle,True,1398,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0b9efd473750fd93,e0d8a2d9d298d0132d7c12dfeab7c1ee090260d9,unresolved,2021.0,DART/FAIR@MICCAI,10.1007/978-3-030-87722-4_19,Inter-domain Alignment for Predicting High-Resolution Brain Networks Using Teacher-Student Learning,JournalArticle,True,1837,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0bb5111744eb309f,936e1c8b469136cc6e6626f55d53dcfb36237342,core_audit,2026.0,bioRxiv,10.1101/2025.03.06.641890,Photomapping electrically coupled networks of the mature thalamus and cortex,JournalArticle,True,1169,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0bb6f9f4ac904893,c8dea856027d983bbcd789272c7e2dcfc9d268fa,unresolved,2016.0,bioRxiv,10.1101/090431,Mindcontrol: A Web Application for Brain Segmentation Quality Control,Review;JournalArticle,True,1675,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0bb92ce5d7d6f573,314ddd9db4b2a90d1e725ae699bfcce619e48b78,core_audit,2025.0,Applied Microscopy,10.1186/s42649-025-00115-5,Analysis of smart imaging runtime,JournalArticle,True,853,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0bc63876cbe299e6,deb92281d63a9bcc6fd7a912b2e6ac4d464ee164,role_bridge,2016.0,FEMS Microbiology Ecology,10.1093/femsec/fiw095,Evaluating techniques for metagenome annotation using simulated sequence data,JournalArticle;Study,True,1432,research_paper,True,high,0,research_publication_type:Study,,,,,,,,,Study,False,,False,
work_0bd279ea7d4011c8,7197e9e974cebc6fa64fe2526beaffb0cb9ef1b0,unresolved,2017.0,Neurology,10.1212/wnl.0000000000004577,Brain network connectivity differs in early-onset neurodegenerative dementia,JournalArticle,True,1667,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c000fd6f2feb286,3919ed02bf16acd07206c40fcbb2d85ce37e4639,unresolved,2012.0,NeuroImage,10.1016/j.neuroimage.2012.02.018,The Human Connectome Project: A data acquisition perspective,Review;JournalArticle,True,970,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0c119187b2ccf680,daf1c7ced5d686de54d5313ea88ce5018683d903,unresolved,2021.0,Medical Image Anal.,10.1016/j.media.2021.102026,A structural enriched functional network: an application to predict brain cognitive performance,JournalArticle,True,1228,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c185776d1131d57,e90e8af2e906402ee4654e901f4815c6d83a9faf,unresolved,2018.0,NeuroImage,10.1016/j.neuroimage.2018.05.027,Population-Averaged Atlas of the Macroscale Human Structural Connectome and Its Network Topology,JournalArticle,True,1344,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c25d5a0f1f73bc7,be42a053b468aae7e9a5ac937596c62a5b64403c,unresolved,2015.0,,10.1101/018945,Active contours-driven registration method for the structure-informed segmentation of diffusion MR images,,True,1370,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c32ed27e86551f0,135c13c542c4358a05caa5eccf4fdf23dcafcc77,core_audit,2020.0,bioRxiv,10.1101/2020.01.21.911859,A Connectome of the Adult Drosophila Central Brain,,True,2055,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c35a858ffbcdedd,2692a76d162e196926fdeae5395498c1b92f607e,unresolved,2017.0,Human Brain Mapping,10.1002/hbm.23561,Assessing Connectivity Related Injury Burden in Diffuse Traumatic Brain Injury,JournalArticle,True,1581,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c52c26ace33b0df,bbe0ab94911c6ede5d9941044b550046afbebee9,unresolved,2024.0,Alzheimer's & Dementia,10.1002/alz.089064,Subject‐level Detection of Focal Neurodegeneration Using Spatiotemporal Connectomics: Towards Atrophy Characterization in Preclinical Alzheimer’s Disease,JournalArticle,True,905,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c53b6e2719558ce,fa3f90ab67bfe09cd1928ab02413724d4af8efb8,unresolved,2013.0,NeuroImage,10.1016/j.neuroimage.2013.04.111,Visualizing the human connectome,Review;JournalArticle,True,1359,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0c5cdd3de8680ee3,8de88af12782e25d297c2551abdab3f157902697,role_bridge,2022.0,Algal Research,10.1016/j.algal.2022.102943,"Genome sequence, phylogenetic analysis, and structure-based annotation reveal metabolic potential of Chlorella sp. SLA-04",,False,0,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c62223b980049c1,9c30c9d49d1325e86604a90e69eeea08a0d079d4,core_audit,2020.0,bioRxiv,10.1101/2020.08.29.273276,The connectome of the adult Drosophila mushroom body: implications for function,,True,1040,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c63b78f424e4104,d1e1150b338aeae9386931643f780cef061d541c,core_audit,2005.0,Journal of Neuroscience,10.1523/jneurosci.3726-04.2005,The HVC Microcircuit: The Synaptic Basis for Interactions between Song Motor and Vocal Plasticity Pathways,JournalArticle,True,1770,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0c75d3b6e1303412,97d59d70d194fc1ccaac87d18dd88ad38d3fdee2,unresolved,2022.0,Frontiers in Neuroscience,10.3389/fnins.2022.738865,More Than Meets the Eye: Art Engages the Social Brain,Review;JournalArticle,True,1273,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0c913304a5fb2574,7878f7a66503a25315599edd12e7b5f1cc4d8058,core_audit,2016.0,International Conference on Artificial Intelligence and Pattern Recognition,10.1109/aipr.2016.8010595,Registering large volume serial-section electron microscopy image sets for neural circuit reconstruction using FFT signal whitening,JournalArticle,True,1790,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0cbf97e146884156,571d882aa74b81e63da6e7c965c7990543ba21c2,unresolved,2017.0,NeuroImage,10.1016/j.neuroimage.2017.07.007,"Imaging at ultrahigh magnetic fields: History, challenges, and solutions",Review;JournalArticle,True,2295,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0cc8af5a5bbc82f9,0e2c89994755b21602c16e14042b8879f8362b48,unresolved,2019.0,Clinical Neurophysiology,10.1016/j.clinph.2019.07.004,Is brain connectome research the future frontier for subjective cognitive decline? A systematic review.,JournalArticle;Review,True,1312,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0cea845373b8ac66,0786861907ea502f66d461db53d80313b825d8bf,unresolved,2024.0,medRxiv,10.1002/hbm.70219,Mapping Brain Lesions to Conduction Delays: The Next Step for Personalized Brain Models in Multiple Sclerosis,JournalArticle,True,2373,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d0f6db3af67525b,ac7bd13138f8e6fd7a732c624a0ae94937b30331,unresolved,2018.0,Annual Review of Vision Science,10.1146/annurev-vision-091517-034048,Neural Mechanisms of Motion Processing in the Mammalian Retina.,Review;JournalArticle,True,799,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0d13aa6ba7230c74,008d409c4daaad89f5cc0fced8845d323a9f1109,unresolved,2020.0,International Conference on Information Photonics,10.1109/icip40778.2020.9190924,Diagnosing Autism Using T1-W MRI With Multi-Kernel Learning and Hypergraph Neural Network,JournalArticle;Conference,True,946,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_0d1e315ec0aac905,2e431587c8b4c36fef19b3cde5b29025ae9423ad,core_audit,2023.0,Visual Neuroscience,10.1017/s0952523823000019,Two mechanisms for direction selectivity in a model of the primate starburst amacrine cell,JournalArticle,True,1602,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d1e8382f6db68bd,ec599f6c2db749766ca8df06435993d451790d15,unresolved,2020.0,Frontiers of Physics,10.3389/fphy.2020.00088,Optimizing Diffusion Imaging Protocols for Structural Connectomics in Mouse Models of Neurological Conditions,JournalArticle,True,2344,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d5621f87284033d,ca3c4b13469f38cc47f9ecbac6674893455159fb,unresolved,2024.0,IEEE International WIE Conference on Electrical and Computer Engineering,10.1109/wiecon-ece64149.2024.10914733,fMRI Data to Connectivity Matrices: Building Functional Connectomes for Deep Learning Models,Conference,True,1386,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_0d6070f19ac2ba89,f76200f7a9a332fb126b636755f0d31005441c1e,role_bridge,2024.0,bioRxiv,10.1101/2023.07.12.547497,ATUM-Tomo: A multi-scale approach to cellular ultrastructure by combined volume scanning electron microscopy and electron tomography,,True,2160,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d626964d5c8f7c8,c42b62f96d3d3fb7a6d5b22d7589463177a9c5fa,unresolved,2016.0,NeuroImage: Clinical,10.1016/j.nicl.2016.11.003,Neuroanatomical correlates of childhood apraxia of speech: A connectomic approach,JournalArticle,True,1836,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d823490a0f4904e,6b26c07375f2f791d19658e6954234f6a547dc0d,unresolved,2018.0,Italian Journal of Anatomy and Embryology,10.13128/ijae-11293,Connectivity based segmentation of the human red nucleus,JournalArticle,True,2163,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d869b979e343995,9444dced86a54ef253c1666e9c281b597b4e5e3d,core_audit,2023.0,bioRxiv,10.1101/2022.04.01.486541,"Linking hubness, embryonic neurogenesis, transcriptomics and diseases in human brain networks",,True,1083,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0d8d0f74d4acd55d,9c5c187d82b62a2bcb62d7a9d76316ba04b22002,core_audit,2022.0,arXiv.org,10.48550/arxiv.2206.08933,A theory of learning with constrained weight-distribution,JournalArticle,True,1890,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0da2a144ea2516ee,6e97003d744dfba18e337348ed7c2ce974322567,core_audit,2015.0,PLoS Comput. Biol.,10.1371/journal.pcbi.1004458,Self-Organization of Microcircuits in Networks of Spiking Neurons with Plastic Synapses,JournalArticle,True,1509,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0da43b963c6e7486,1083877a6d5494a38da4a46f5a72c7029618c927,core_audit,2020.0,bioRxiv,10.1101/2020.01.16.909465,neuPrint: Analysis Tools for EM Connectomics,,True,1611,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0da77aa3fcf687df,42dcab60b470b576643016a404f24281b5a3811e,core_audit,2024.0,arXiv.org,,Nanoscale Connectomics Annotation Standards Framework,JournalArticle,True,1772,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0dbd0aa2e5e7f828,3209c297a4db06543dbd45a41a97ed99804cbe52,core_audit,2022.0,bioRxiv,10.7554/elife.79887,Taste quality and hunger interactions in a feeding sensorimotor circuit,JournalArticle,True,1174,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0dc9ade7576f1fda,a7278aa8ab7d0d79bc1312981d48dd43ef3b7aac,unresolved,2016.0,,10.1007/978-3-319-27777-6_8,Connectome Networks: From Cells to Systems,Review,True,1115,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0dedb1df42525fe9,7065371c078c0b24def9a511762ce8d89967e55c,core_audit,2013.0,Frontiers in Neuroanatomy,10.3389/fnana.2013.00014,How do you wire a brain?,JournalArticle,True,2071,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e01b7c51897fd60,46a1057a32844389d47e90b44fa37b90f3a7184e,unresolved,2025.0,Journal of Neurology,10.1007/s00415-025-13247-1,Brain functional connectivity changes in amyotrophic lateral sclerosis with apathy and depression,JournalArticle,True,1863,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e238b06daf60ae4,fd9247079b9cc6be6b7f896c0fc354ca7e8fbbc1,core_audit,2018.0,BMC Bioinformatics,10.1186/s12859-018-2232-0,Effective automated pipeline for 3D reconstruction of synapses based on deep learning,JournalArticle,True,1408,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e3cf7c8cf9bb9c0,51025beaf8a51d182dbec4a5c1579c19c570d9fd,unresolved,2023.0,bioRxiv,10.1038/s41467-023-41722-8,A phylogenetically-conserved axis of thalamocortical connectivity in the human brain,JournalArticle,True,1141,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e4e42b0cb08974f,5ebd33d685c506f571928df3a8f6c79135cc3b56,core_audit,2023.0,Journal of Big Data,10.1186/s40537-023-00751-2,The evolution of Big Data in neuroscience and neurology,JournalArticle;Review,True,1254,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0e63626093259b03,4bb51a30fd3e277c5b6cc022ac35e6b85dce8641,core_audit,2026.0,bioRxiv,10.1073/pnas.2531706123,Metabolism-weighted brain connectome reveals synaptic integration and vulnerability to neurodegeneration,JournalArticle,True,2461,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e66a351d16a93f6,e2884c6b7793643814f965add3a49a60a8962f7f,core_audit,2018.0,Microscopy and Microanalysis,10.1017/s1431927618007705,Serial Thick Section Gas Cluster Ion Beam Scanning Electron Microscopy,,True,886,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e82b896b4b49d23,385671242653dfd1b36bfb309713c825327a5e5a,core_audit,2024.0,bioRxiv,10.1101/2023.09.15.557808,Driver lines for studying associative learning in Drosophila,JournalArticle,True,1319,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0e86a87fc19bdf27,affbf1a1cc0731b230c4ce3e73e03806395b2cb1,unresolved,2023.0,Brain : a journal of neurology,10.1093/brain/awad044,Mitochondrial function-associated genes underlie cortical atrophy in prodromal synucleinopathies,JournalArticle,True,2764,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0eadfa0d8a1f65b0,563a10bb6349319aff62d14b3d9602ca5387082a,unresolved,2026.0,Neuroinformatics,10.1007/s12021-026-09800-6,Brain Graph Sparsification for fMRI-based Connectome Analysis: A Methodological Review,Review;JournalArticle,False,0,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0eb179a31b5731b3,0c0cdbb769d65b28ac23fd3afe43d921b8ffdf58,unresolved,2022.0,Cerebral Cortex,10.1093/cercor/bhac266,"The human posterior parietal cortex: effective connectome, and its relation to function.",JournalArticle,True,1423,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0eb4af00379085bf,c682c76b63bce51f73d9ae1b3df4f844f6e21c5e,role_bridge,2020.0,,10.1016/j.algal.2020.102118,"Hybrid genome assembly and functional annotation reveals insights on lipid biosynthesis of oleaginous native isolate Parachlorella kessleri, a potential industrial strain for production of biofuel precursors",,True,1176,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0ecddb963543044a,fe2abdd300670957a35d16fee1789e68a50ffe57,unresolved,2018.0,Human Brain Mapping,10.1002/hbm.24005,Latent source mining in FMRI via restricted Boltzmann machine,JournalArticle,True,1532,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f028df4c1bb42a4,9dfd9d41d2ac614d9b23e40cb7992002ea055b6a,core_audit,2019.0,bioRxiv,10.1101/563239,GCIB-SEM: A path to 10 nm isotropic imaging of cubic millimeter volumes,,True,989,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f04ae9a977036ef,fe90b3cbb030990d5fde334624ad7d2b2b4ddd9a,role_bridge,2024.0,Nature Protocols,10.1038/s41596-024-00957-5,"Modular segmentation, spatial analysis and visualization of volume electron microscopy datasets",Review;JournalArticle,True,2612,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0f144c5ded3d6133,7d160fc07178451963d6af4da0b4aa4c35ddd39b,core_audit,2026.0,PNAS Nexus,10.1093/pnasnexus/pgag173,Motor neurons integrate cholinergic inputs through spatial organization of diverse nicotinic receptors,JournalArticle,True,1919,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f210c53d8261375,64c443a85dfb2d9666ae9b89bb6c665dd59c92df,unresolved,2020.0,Imaging neuroscience,10.1162/imag.a.2,Multiscale comparative connectomics,JournalArticle,True,1967,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f234ec8ef48d336,6336feec273c21816e9cef44151c90ca4a2cd0fb,core_audit,2021.0,PLoS Comput. Biol.,10.1371/journal.pcbi.1010813,Bayesian reconstruction of memories stored in neural networks from their connectivity,JournalArticle,True,856,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f2e576ce4d24d6a,3fe52aa24ee5d414564ef5d63531b07d796d040e,unresolved,2026.0,,,Mapping Connectomic Structure to Function(s) in Cerebellar-like Networks using Kernel Regression,,True,1645,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f3c0c692dba28f7,f8706b42b53f85d19006863d2946cf1f49ac3bb3,core_audit,2026.0,Neuroscience,10.1016/j.neuroscience.2026.02.044,In silico neuronal morphology classification: A systematic review.,Review;JournalArticle,True,1485,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0f41f2b9ac638657,605ea2d5180da2f5b18b57761a1e75798444d54a,core_audit,2022.0,eNeuro,10.1523/eneuro.0053-22.2022,Identifying Inputs to Visual Projection Neurons in Drosophila Lobula by Analyzing Connectomic Data,JournalArticle,True,1321,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f52fbd6c82452d8,de4a03d7265fd39448c130e00675b4b7746cc113,unresolved,2019.0,NeuroImage: Clinical,10.1016/j.nicl.2019.101831,Diffusion tensor tractography in children with sensory processing disorder: Potentials for devising machine learning classifiers,JournalArticle,True,2062,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f5d9b389081e091,0d4442407cad8aa7ac28f7537ba0f47e6b616167,unresolved,2018.0,NeuroImage,10.1016/j.neuroimage.2018.04.077,Multi-subject hierarchical inverse covariance modelling improves estimation of functional brain networks,JournalArticle,True,1271,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f64daed784fa632,4360bbd32cf38087c4d275c293b3a5b94738a895,unresolved,2024.0,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2024.112416,Hub Disruption in HIV Disease and Cocaine Use: a Connectomics Analysis of Brain Function,JournalArticle,True,1718,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f667472c3c0d4cd,cad28c353848518b1bc474da668bbedf448b3bfd,unresolved,2026.0,Human Brain Mapping,10.1002/hbm.70520,Bridging Histology and Tractography: First In Vivo Visualization of Short‐Range Prefrontal Connections Informed by Primate Tract‐Tracing,JournalArticle,True,1571,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f6b7824daa9f454,edd7d6c1c4e64a4bbd7ae14664c47b994e23ab2a,unresolved,2020.0,International Conference on Medical Image Computing and Computer-Assisted Intervention,10.1007/978-3-030-59728-3_52,Spatio-Temporal Graph Convolution for Resting-State fMRI Analysis,JournalArticle,True,1302,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f7d487879125b50,5d00f7ebea435e6b56dc0eb9b8810ec30acc2cf7,core_audit,2026.0,Nature Physics,10.1038/s41567-026-03306-3,Simple input–output dependencies explain neuronal activity,JournalArticle,True,1220,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f8169a79799d89f,7c0e1947b22884a4448534311122b3efb74f9335,core_audit,2025.0,Scientific Reports,10.1038/s41598-025-11528-3,Neuron-to-glia signaling drives critical period experience-dependent synapse pruning,JournalArticle,True,2118,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0f9508002b6a4ebd,886a71e2d84a5f995aca61b542b7ad9b583ba7f4,unresolved,2021.0,bioRxiv,10.1162/netn_a_00315,Optimizing network neuroscience computation of individual differences in human spontaneous brain activity for test-retest reliability,JournalArticle,True,2400,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0faabd73a0b69ddd,9d771ec87555521b9c362e88cff774db08b9f61c,unresolved,2019.0,,10.1002/sta4.429,Valid two‐sample graph testing via optimal transport Procrustes and multiscale graph correlation with applications in connectomics,,True,1122,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0fbdc41c7de52a9c,009b1f1dcbf624e899a2fb84485db3c4bc90e695,core_audit,2021.0,bioRxiv,10.3389/fnagi.2022.868342,Subject-specific features of excitation/inhibition profiles in neurodegenerative diseases,JournalArticle,True,2053,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0fcb56dd30085155,ffdf126a04a9ba58e479b652bd14e3520e5e74b8,core_audit,2022.0,Scientific Reports,10.1038/s41598-022-06988-w,Neural model generating klinotaxis behavior accompanied by a random walk based on C. elegans connectome,JournalArticle,True,1342,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0fe920ae8b4a117c,fe0d9366f83391d213e83f7f2cd16aa8483579ce,unresolved,2025.0,bioRxiv,10.1038/s42003-025-08690-9,Local homeostasis preserves global neural dynamics compensating for structural loss during human lifespan aging,JournalArticle,True,1574,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0fec0014dc0379d0,a346af9804eec3d24f6a97c6c8f8583f784ce7c4,core_audit,2025.0,Nature,10.1038/s41586-024-07780-8,Inhibitory specificity from a connectomic census of mouse visual cortex,JournalArticle,True,1687,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0feec0e6cbf48086,e69a14b47f50d86fe652b47aa855e33754978282,unresolved,2025.0,Communications Biology,10.1038/s42003-025-09158-6,Generating synthetic task-based brain fingerprints for population neuroscience using deep learning,JournalArticle,True,1422,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
