work_id,title,year,doi,venue,decision,graph_core,ultra_core,emergent_core,citation_count_work,corpus_link_count,is_recent_2024plus,k_core,pagerank_percentile,citation_role,primary_community_label,n_authors,pdf_local_path
work_118a0b13d2e80966,ConnectomeBench2: A Unified Benchmark for Automated Connectomic Proofreading,2026,10.48550/arxiv.2606.21116,arXiv.org,core_relevant,surround,False,False,0,23,True,11.0,0.3806742766126891,only_out,Albert Cardona / J. Vogelstein,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2606.21116.pdf
work_17515b46569c966d,Volumetric denoising enables high-throughput volume electron microscopy and efficient downstream analysis.,2026,10.1016/j.crmeth.2026.101543,Cell Reports Methods,core_relevant,surround,False,False,0,11,True,,,no_graph,Xiaoyin Chen / Yonggang Wang,9,postanalysis/pdfs/files/doi_10.1016_j.crmeth.2026.101543.pdf
work_1870559fa982c641,Connectomic analysis reveals the axial circuit for self-righting posture control in Drosophila,2026,10.64898/2026.07.25.740718,bioRxiv,core_relevant,surround,False,False,0,3,True,3.0,0.6315370321210513,only_out,Albert Cardona / J. Vogelstein,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.07.25.740718.pdf
work_195db71f4514fb42,Topological Origin of the Diversity of Timescales in Recurrent Neural Circuits,2026,,,core_relevant,surround,False,False,0,5,True,3.0,0.1898062118396602,only_out,M. Helmstaedter / Winfried Denk,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/arxiv_2603.04149.pdf
work_24591202ea00f970,From Connectome to Cognition: Building the First Digital Organism,2026,10.59973/ipil.361,IPI Letters,adjacent_relevant,surround,False,False,0,2,True,,,no_graph,M. Vopson,1,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.59973_ipil.361.pdf
work_25b09c5094797891,Structure of the Beat–Side complex reveals their interaction is required for neuromuscular system wiring,2026,10.1016/j.celrep.2026.117661,Cell Reports,adjacent_relevant,surround,False,False,0,1,True,1.0,0.3950092912131669,only_out,Olaf Sporns / B. Mišić,9,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_j.celrep.2026.117661.pdf
work_25d6f758bfb64d9f,Synchronization properties in C. elegans: Relating behavioral circuits to structural and functional neuronal connectivity,2026,10.64898/2026.03.23.713580,bioRxiv,adjacent_relevant,surround,False,False,0,20,True,0.0,0.1640562782054685,isolate,Oliver Hobert / Steven J. Cook,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.03.23.713580.pdf
work_2aa86c956dc4b3e6,A comprehensive mechanosensory connectome reveals a somatotopically organized neural circuit architecture controlling stimulus-aimed grooming of the Drosophila head,2026,10.7554/elife.108044,eLife,core_relevant,surround,False,False,0,11,True,8.0,0.6097690469869923,only_out,H. Sebastian Seung / G. Jefferis,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.108044.pdf
work_2c8025ad84de41d1,FLYNN: Robust Neural Network for Robot Navigation using Fly Brain Topology,2026,,,adjacent_relevant,surround,False,False,0,5,True,4.0,0.4850013273161667,only_out,Xiaoyin Chen / Yonggang Wang,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/arxiv_2607.00025.pdf
work_2f0f73920e21ef45,Mitotic lineage adds predictive information beyond cell type in the C. elegans connectome,2026,10.1101/2022.11.01.514680,bioRxiv,core_relevant,surround,False,False,0,4,True,4.0,0.5821608707194054,only_out,Albert Cardona / J. Vogelstein,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2022.11.01.514680.pdf
work_30ab633401383953,Semi-Automatic Correction of 3D Tubular Structure Skeletons via Component-Wise MST and Filtered Delaunay Triangulation,2026,10.1145/3805622.3810782,International Conference on Multimedia Retrieval,role_bridge,surround,False,False,0,1,True,,,no_graph,H. Sebastian Seung / G. Jefferis,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1145_3805622.3810782.pdf
work_32511d828fc70ade,Connectome-scale self-supervised representation learning reveals neuronal organization beyond canonical labels,2026,10.64898/2026.06.30.735468,bioRxiv,core_relevant,surround,False,False,0,10,True,8.0,0.5033182904167772,only_out,Xiaoyin Chen / Yonggang Wang,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.30.735468.pdf
work_397f26a63b62d9c9,Eyewire II – A connectomic resource for resolving cell types and circuits of the mouse retina,2026,10.64898/2026.05.28.727403,bioRxiv,core_relevant,surround,False,False,0,15,True,6.0,0.3291744093443058,only_out,M. Helmstaedter / Winfried Denk,27,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.05.28.727403.pdf
work_3bbd2ba2336e3d65,The larval Drosophila mushroom body balances lateralized sensing and interhemispheric integration,2026,10.1101/2025.03.02.641007,bioRxiv,core_relevant,surround,False,False,0,2,True,2.0,0.5460578709848686,only_out,J. Lichtman / Hanspeter Pfister,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.03.02.641007.pdf
work_3f9932d1eb0e6de5,Thermodynamic connectivity reveals functional specialization and multiplex organization of extrasynaptic signaling,2026,,,core_relevant,surround,False,False,0,12,True,10.0,0.1274223520042474,only_out,Habib Benali / El-kaioum M. Moutuou,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/arxiv_2604.02057.pdf
work_4236ab9af81677cb,Weight distributions in the fruit-fly and the mouse connectomes,2026,10.1101/2025.11.10.687553,bioRxiv,core_relevant,surround,False,False,0,7,True,5.0,0.2928059463764269,only_out,J. Lichtman / Hanspeter Pfister,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.11.10.687553.pdf
work_42ac0b1d50535d45,Signed motif analysis of the Caenorhabditis elegans neuronal network reveals positive feedforward and negative feedback loops,2026,10.1186/s12915-026-02641-4,bioRxiv,core_relevant,surround,False,False,0,21,True,10.0,0.373241306079108,only_out,Gábor S. Szilágyi / Zsolt Vassy,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1186_s12915-026-02641-4.pdf
work_49cdb39886a56ede,Developmental patterns of the C. elegans neural circuits using community detection.,2026,10.1016/j.neuroscience.2026.06.007,Neuroscience,core_relevant,surround,False,False,0,6,True,6.0,0.1114945580037164,only_out,J. Lichtman / Hanspeter Pfister,5,postanalysis/pdfs/files/doi_10.1016_j.neuroscience.2026.06.007.pdf
work_4b8e24bb37ad66d1,UNSOLVED RETINAL QUESTIONS.,2026,10.1016/j.preteyeres.2026.101450,Progress in retinal and eye research,adjacent_relevant,surround,False,False,0,1,True,1.0,0.1226440138040881,only_out,Frank Werblin / John E. Dowling,3,postanalysis/pdfs/files/doi_10.1016_j.preteyeres.2026.101450.pdf
work_4c544b6c1513bcca,Connectome analysis reveals brainwide visual processing in Drosophila,2026,10.64898/2026.02.02.700492,bioRxiv,core_relevant,surround,False,False,0,18,True,8.0,0.349880541544996,only_out,Xiaoyin Chen / Yonggang Wang,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.02.02.700492.pdf
work_4cd80a02170f62bd,Energy-efficient information processing and eligibility-trace plasticity in the Drosophila optic lobe connectome,2026,10.1038/s41598-026-52140-3,Scientific Reports,core_relevant,surround,False,False,0,2,True,,,no_graph,Nalin Dhiman / Siddharth Panwar,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41598-026-52140-3.pdf
work_50997c68f9311844,Hippocampal CA3 connectomics reveals a gradient of mossy fiber inputs and selective feedforward inhibition onto pyramidal cells.,2026,10.1038/s41593-026-02388-9,Nature Neuroscience,core_relevant,surround,False,False,0,10,True,7.0,0.3286434828776214,only_out,H. Sebastian Seung / G. Jefferis,15,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41593-026-02388-9.pdf
work_535320495abd46fc,"Deep conservation of head direction circuits in bees, ants and flies",2026,10.64898/2026.07.26.740564,bioRxiv,core_relevant,surround,False,False,0,4,True,4.0,0.3209450491106981,only_out,H. Sebastian Seung / G. Jefferis,14,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.07.26.740564.pdf
work_5424739399820eb4,Peripheral anatomy and central connectivity of proprioceptive sensory neurons in the Drosophila wing,2026,10.7554/elife.107867,eLife,core_relevant,surround,False,False,0,11,True,8.0,0.4340323865144677,only_out,H. Sebastian Seung / G. Jefferis,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.107867.pdf
work_5784c477e1d3dc50,A Connectome-Constrained Jansen–Rit Framework for Inferring Cortical Gain Control and Ensemble Stability,2026,10.64898/2026.01.28.702100,bioRxiv,adjacent_relevant,surround,False,False,0,2,True,2.0,0.2052030793735067,only_out,Xiaoyin Chen / Yonggang Wang,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.01.28.702100.pdf
work_58719b3caaf87f3c,A Systematic Study of Behavioral Cloning for Scientific Data Annotation,2026,10.48550/arxiv.2606.07568,arXiv.org,role_bridge,surround,False,False,0,6,True,,,no_graph,J. Lichtman / Hanspeter Pfister,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2606.07568.pdf
work_5fab3e4a6f687f3d,Developmental Continuity of Brain Network Core Organization in C. elegans,2026,10.64898/2026.06.12.730308,bioRxiv,core_relevant,surround,False,False,0,12,True,9.0,0.6002123705866738,only_out,James R. Anderson / Bryan William Jones,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.12.730308.pdf
work_5ffdfd4866eae431,From Pixels to Minds: Mapping & Understanding the Brain with AI,2026,10.1162/daed.a.977,Daedalus,role_bridge,surround,False,False,0,0,True,0.0,0.2208654101406955,isolate,J. Lichtman / Hanspeter Pfister,2,postanalysis/pdfs/files/doi_10.1162_daed.a.977.pdf
work_600f533bc97ab74c,Convergence-divergence circuits for multimodal integration of innate and learned opponent valences,2026,10.3389/fnsys.2026.1822122,Frontiers in Systems Neuroscience,core_relevant,surround,False,False,0,15,True,11.0,0.19830103530661,only_out,Xiaoyin Chen / Yonggang Wang,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fnsys.2026.1822122.pdf
work_671e972c0bf9c3e6,Scalable Comparative Connectomics: Interpretable Machine Learning Reveals Evolutionary Signatures and Reconstruction Artifacts,2026,10.1109/icbcb69424.2026.11621173,International Conference on Bioinformatics & Computational Biology,core_relevant,surround,False,False,0,5,True,5.0,0.1738784178391292,only_out,Sebastien Kawada,1,postanalysis/pdfs/files/doi_10.1109_icbcb69424.2026.11621173.pdf
work_6779fed0fab266f1,Topological Sensitivity in Connectome-Constrained Neural Networks,2026,10.48550/arxiv.2604.04033,arXiv.org,adjacent_relevant,surround,False,False,0,3,True,,,no_graph,Nalin Dhiman / Siddharth Panwar,1,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2604.04033.pdf
work_695aac6693bdee15,Inferring Active Neural Circuits Using Diffusion Scores,2026,,,adjacent_relevant,surround,False,False,0,5,True,5.0,0.4473055481815768,only_out,Oliver Hobert / Steven J. Cook,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/arxiv_2605.02852.pdf
work_69a73378c605c293,Geometric developmental principles for the emergence of brain-like weighted and directed neuronal networks,2026,,,core_relevant,surround,False,False,0,11,True,8.0,0.0491106981683036,only_out,A. Morales-Gregorio / Karolína Korvasová,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/arxiv_2601.05021.pdf
work_6b6ad2c0b18afc7e,SparseSeg: Target-Conditioned Discovery Segmentation of Cryo-Volume Electron Microscopy Under Sparse Annotation,2026,10.64898/2026.07.13.738355,bioRxiv,role_bridge,surround,False,False,0,0,True,,,no_graph,Xiaoyin Chen / Yonggang Wang,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.07.13.738355.pdf
work_6f9a7974a1b12683,The Drosophila connectome reveals axo-axonic synapses on descending neurons,2026,10.1016/j.isci.2026.115624,bioRxiv,core_relevant,surround,False,False,0,17,True,11.0,0.0799044332359968,only_out,Cesar Ceballos / R. Pena,9,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_j.isci.2026.115624.pdf
work_77733aed5786f1e1,Isotropic Reconstruction of Anisotropic vEM Volumes with ViT-Guided Diffusion,2026,10.3390/electronics15061181,Electronics,core_relevant,surround,False,False,0,7,True,7.0,0.0674276612689142,only_out,Xiaoyin Chen / Yonggang Wang,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3390_electronics15061181.pdf
work_78bb0e063acbccb4,A Complex Network-Based Approach for Detecting and Characterizing Power Neurons in Drosophila,2026,10.1007/s12021-026-09773-6,Neuroinformatics,core_relevant,surround,False,False,0,10,True,,,no_graph,Enrico Corradini / Federica Parlapiano,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1007_s12021-026-09773-6.pdf
work_7bf4cfb87937a38b,Learning the wiring rules of a mammalian cortical column,2026,10.64898/2026.07.09.737432,bioRxiv,adjacent_relevant,surround,False,False,0,20,True,11.0,0.4151844969471728,only_out,Oliver Hobert / Steven J. Cook,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.07.09.737432.pdf
work_7fc3e9d7cd85be30,Bridging the microstructural gap in human connectomics using hierarchical phase-contrast tomography as a reference for diffusion MRI in the human brain,2026,10.64898/2026.04.02.715729,bioRxiv,adjacent_relevant,surround,False,False,0,6,True,,,no_graph,Olaf Sporns / B. Mišić,13,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.04.02.715729.pdf
work_804f9d846f9416e6,State-Dependent Organization of Microscale Functional Circuitry in Visual Cortex,2026,10.64898/2026.03.31.715474,bioRxiv,core_relevant,surround,False,False,0,9,True,4.0,0.556941863551898,only_out,Xiaoyin Chen / Yonggang Wang,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.03.31.715474.pdf
work_80a6a14187c03885,Applying functional MRI analysis techniques to whole-brain calcium-imaging data to investigate structural and functional relationships in Drosophila melanogaster,2026,10.1101/2025.07.01.662601,bioRxiv,core_relevant,surround,False,False,0,7,True,0.0,0.3015662330767188,isolate,Hideyuki Okano / Alexander Woodward,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.07.01.662601.pdf
work_830cdb2e94e90639,NeuroMArVL: An interactive and collaborative web-based tool for visualizing brain networks,2026,10.1162/netn.a.569,Network Neuroscience,role_bridge,surround,False,False,0,14,True,,,no_graph,Olaf Sporns / B. Mišić,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1162_netn.a.569.pdf
work_83589c03b0e33617,Comparative connectomics of parasite esophagus suggests evolutionary simplification of a nervous system,2026,10.64898/2026.07.28.741281,bioRxiv,core_relevant,surround,False,False,0,8,True,7.0,0.5630475179187683,only_out,M. Helmstaedter / Winfried Denk,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.07.28.741281.pdf
work_85819a51b095ee27,Axonal ensembles repeatedly cluster and order synapses along dendrites in mouse cortex,2026,10.64898/2026.03.31.715753,bioRxiv,core_relevant,surround,False,False,0,1,True,1.0,0.0934430581364481,only_out,Saarthak Sarup / K. Boahen,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.03.31.715753.pdf
work_87f5ebaf52106e04,"A frozen rate operator from the complete larval connectome: degree and weight govern the gross response, exact wiring governs input routing and mushroom-body modes",2026,,,core_relevant,surround,False,False,0,11,True,8.0,0.1813113883727103,only_out,S. Therianos,1,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/arxiv_2606.17745.pdf
work_89b546868af40e06,NuGraph: Graph-Based Reasoning over 3D Primitives for Nucleus Segmentation Correction,2026,10.64898/2026.05.16.725603,bioRxiv,role_bridge,surround,False,False,0,12,True,,,no_graph,H. Sebastian Seung / G. Jefferis,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.05.16.725603.pdf
work_8baeeb71436bfd26,Functional Characterization of Individual Pre- and Postsynaptic Partners In the Drosophila Larval Central Nervous System Using CaMPARI.,2026,10.3791/71399,Journal of Visualized Experiments,adjacent_relevant,surround,False,False,0,0,True,0.0,0.6578178922219272,isolate,Claudia Gualtieri / Fernando J Vonhoff,2,postanalysis/pdfs/files/doi_10.3791_71399.pdf
work_8ce856dac0188a93,Organizational principles governing synapse types in a whole-brain connectome,2026,10.64898/2026.06.23.733969,bioRxiv,core_relevant,surround,False,False,0,14,True,11.0,0.483939474382798,only_out,H. Sebastian Seung / G. Jefferis,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.23.733969.pdf
work_95938bf4e63558ad,Advances in brain connectomics: integrating light and electron microscopy for multiscale neural mapping,2026,10.61958/nmqv6943,New Medicine,adjacent_relevant,surround,False,False,0,9,True,9.0,0.6586142819219538,only_out,Xiaoyin Chen / Yonggang Wang,7,postanalysis/pdfs/files/doi_10.61958_nmqv6943.pdf
work_9be41e9459df8595,DevoTG: Temporal Graph Neural Networks for Modeling C. elegans Developmental Connectomics,2026,10.48550/arxiv.2606.21940,arXiv.org,core_relevant,surround,False,False,0,4,True,4.0,0.2707724980090257,only_out,Bradly Alicea / Matteo Cantarelli,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2606.21940.pdf
work_9c892cfd1d3dbe01,VEMamba: Efficient Isotropic Reconstruction of Volume Electron Microscopy with Axial-Lateral Consistent Mamba,2026,10.48550/arxiv.2603.00887,arXiv.org,core_relevant,surround,False,False,0,3,True,,,no_graph,Xiaoyin Chen / Yonggang Wang,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2603.00887.pdf
work_9f4de65ab9e29bbf,Mapping brain-wide monosynaptic inputs to single neurons with ROInet-seq.,2026,10.1016/j.crmeth.2026.101512,Cell Reports Methods,adjacent_relevant,surround,False,False,0,4,True,4.0,0.5325192460844174,only_out,Javier DeFelipe / Michael W. Reimann,9,postanalysis/pdfs/files/doi_10.1016_j.crmeth.2026.101512.pdf
work_a77b316df3ecbc0e,DRIFT-EM enables direct wafer retrieval of ultrathin serial sections for large-volume electron microscopy,2026,10.1016/j.crmeth.2026.101429,Cell Reports Methods,core_relevant,surround,False,False,0,10,True,9.0,0.2731616671091054,only_out,J. Lichtman / Hanspeter Pfister,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_j.crmeth.2026.101429.pdf
work_ae2e6708ff5ab48d,"Annelid eye evolution revealed by developmental, ultrastructural, and connectome analyses of cerebral eyes in Malacoceros fuliginosus",2026,10.64898/2026.02.04.703583,bioRxiv,core_relevant,surround,False,False,0,2,True,2.0,0.1908680647730289,only_out,H. Sebastian Seung / G. Jefferis,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.02.04.703583.pdf
work_b1b2f343a95bfb4c,Connectome quality converges predictably to reveal optimal stopping points during proofreading,2026,10.64898/2026.06.30.735414,bioRxiv,core_relevant,surround,False,False,0,7,True,6.0,0.3358109901778603,only_out,Albert Cardona / J. Vogelstein,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.30.735414.pdf
work_ba255a04a84e1e9c,Approaching a connectome of the human foveal retina,2026,10.1073/pnas.2603286123,Proceedings of the National Academy of Sciences of the United States of America,core_relevant,surround,False,False,0,10,True,6.0,0.1568887709052296,only_out,M. Helmstaedter / Winfried Denk,19,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1073_pnas.2603286123.pdf
work_bba81c892f47fd62,Morphology-Embedded Graph Optimization for EM Neuron Tracing,2026,10.1109/isbi61048.2026.11515727,IEEE International Symposium on Biomedical Imaging,core_relevant,surround,False,False,0,1,True,1.0,0.1202548447040084,only_out,Xiaoyin Chen / Yonggang Wang,2,postanalysis/pdfs/files/doi_10.1109_isbi61048.2026.11515727.pdf
work_bd22fb1f4a2ae2f2,Bilateral Neuron Pairs Share Redundant Network Roles Despite Incomplete Connection Symmetry in Caenorhabditis elegans,2026,10.1111/ejn.70629,European Journal of Neuroscience,core_relevant,surround,False,False,0,7,True,7.0,0.0069020440668967,only_out,Jaeseung Jeong / Jerald D. Kralik,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1111_ejn.70629.pdf
work_bdf6f3371610db4c,ConnectoFM: A Foundation Model for Learning the Language of the Connectome,2026,10.64898/2026.06.06.730367,bioRxiv,core_relevant,surround,False,False,0,28,True,11.0,0.295991505176533,only_out,Aindrila Saha / Abrar Rahman Abir,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.06.730367.pdf
work_c041abac1c482213,Beyond Agreement: Standardizing Crowdsourced Synapse Annotations through Proofreading in EM Connectomics,2026,10.1101/2025.09.26.678851,bioRxiv,core_relevant,surround,False,False,0,12,True,11.0,0.358640828245288,only_out,Albert Cardona / J. Vogelstein,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.09.26.678851.pdf
work_c2ac2ce5d1b91e39,Representational geometry as a fidelity metric for connectome-constrained networks: evidence from the Drosophila visual system,2026,10.64898/2026.06.10.731214,bioRxiv,core_relevant,surround,False,False,0,4,True,4.0,0.2548447040084948,only_out,Michael G. Zhou / Jennifer O. Hasler,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.10.731214.pdf
work_cc1516e30831abf8,Embracing the suboptimal organization of the human brain.,2026,10.1016/j.tics.2026.04.008,Trends in Cognitive Sciences,role_bridge,surround,False,False,0,12,True,,,no_graph,Olaf Sporns / B. Mišić,2,postanalysis/pdfs/files/doi_10.1016_j.tics.2026.04.008.pdf
work_cf039181a3d3d12c,Spatial synaptic regularization stabilizes learning across biological and artificial neural networks,2026,10.64898/2026.06.29.735142,bioRxiv,core_relevant,surround,False,False,0,5,True,4.0,0.3477568356782585,only_out,Xiaoyin Chen / Yonggang Wang,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.29.735142.pdf
work_d0ba9a68d64263c4,Random innervation of cerebellar Purkinje cells as a substrate for diverse representational learning,2026,10.64898/2026.06.26.734775,bioRxiv,core_relevant,surround,False,False,0,1,True,1.0,0.3044863286434828,only_out,H. Sebastian Seung / G. Jefferis,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.26.734775.pdf
work_d11f10e5a23d117e,Diffusion Model-Based Data Augmentation for Enhanced Neuron Segmentation,2026,10.1109/isbi61048.2026.11515854,IEEE International Symposium on Biomedical Imaging,adjacent_relevant,surround,False,False,0,1,True,1.0,0.3371383063445712,only_out,Xiaoyin Chen / Yonggang Wang,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1109_isbi61048.2026.11515854.pdf
work_d26c30f893f6a134,BioNIC: Biologically Inspired Neural Network for Image Classification Using Connectomics Principles,2026,10.48550/arxiv.2601.20876,Neurocomputing,adjacent_relevant,surround,False,False,0,5,True,5.0,0.1337934696044597,only_out,Diya Prasanth / Matthew Tivnan,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2601.20876.pdf
work_d50bcdbcd8489d51,From homeostasis to credit assignment: a signed-XOR connectomic motif for local directional error signalling,2026,10.64898/2026.06.05.730322,bioRxiv,core_relevant,surround,False,False,0,6,True,4.0,0.5054419962835147,only_out,Xiaoyin Chen / Yonggang Wang,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.05.730322.pdf
work_d5b1332c20a5f502,Neuropeptide visualization using split GFP in live C. elegans,2026,10.1371/journal.pone.0355191,PLoS ONE,role_bridge,surround,False,False,0,3,True,,,no_graph,B. M. Aleogho / Kentaro Noma,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1371_journal.pone.0355191.pdf
work_d5cff44a593c99cb,Early life shifts in cortical inhibitory–excitatory balance underlies sensitive periods and skill development,2026,10.3389/fncel.2026.1808258,Frontiers in Cellular Neuroscience,adjacent_relevant,surround,False,False,0,1,True,1.0,0.4587204672152907,only_out,D. Taliaz,1,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fncel.2026.1808258.pdf
work_d8a087d71b64daff,Caenorhabditis elegans in neuroscience: from neural communication to neurodegenerative disease modeling,2026,10.3389/fnagi.2026.1865186,Frontiers in Aging Neuroscience,adjacent_relevant,surround,False,False,0,3,True,3.0,0.5972922750199098,only_out,Xiaoyin Chen / Yonggang Wang,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fnagi.2026.1865186.pdf
work_db1ba00589bc095a,Connectomic evidence that ordered activity drives neuromuscular network formation,2026,10.1038/s41593-026-02344-7,Nature Neuroscience,core_relevant,surround,False,False,0,2,True,2.0,0.2803291744093443,only_out,J. Lichtman / Hanspeter Pfister,16,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41593-026-02344-7.pdf
work_e22e48c40029af5d,Hidden symmetries in network connectivity support ring attractor dynamics in the fly’s neural compass,2026,10.64898/2026.05.18.725766,bioRxiv,core_relevant,surround,False,False,0,5,True,5.0,0.1959118662065304,only_out,J. Lichtman / Hanspeter Pfister,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.05.18.725766.pdf
work_e6d146b81f25027a,Cross-species evidence for a developmental origin of adult hypersomnia with loss of synaptic adhesion molecules beat-Ia/CADM2,2026,10.1038/s41467-026-68343-1,Nature Communications,adjacent_relevant,surround,False,False,0,2,True,2.0,0.1863551898062118,only_out,Xiaoyin Chen / Yonggang Wang,10,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41467-026-68343-1.pdf
work_efc0158084170b5d,Digging Deep into Alzheimer Disease: How Electron Microscopy Helps Elucidating Its Pathogenesis,2026,10.1007/s10571-026-01676-z,Cellular and molecular neurobiology,role_bridge,surround,False,False,0,7,True,,,no_graph,Javier DeFelipe / Michael W. Reimann,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1007_s10571-026-01676-z.pdf
work_f1adda98b958f981,Coherent-resonant netting: disorder-enhanced selectivity from transient wave-like dynamics on biological connectomes,2026,10.3389/fncom.2026.1813959,Frontiers Comput. Neurosci.,adjacent_relevant,surround,False,False,0,3,True,,,no_graph,O. Dolgikh,1,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fncom.2026.1813959.pdf
work_f25bf69244ee74b4,RAEM: random-access electron microscopy for revisitable 3D imaging,2026,10.64898/2026.06.18.732873,bioRxiv,role_bridge,surround,False,False,0,6,True,,,no_graph,J. Lichtman / Hanspeter Pfister,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.06.18.732873.pdf
