work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason
work_290cd41d89217d98,75d1bb5ce3295fb2d994fbbc9161ffeb44394f1a,core_audit,1,75d1bb5ce3295fb2d994fbbc9161ffeb44394f1a,Uncovering Statistical Links Between Gene Expression and Structural Connectivity Patterns in the Mouse Brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a7276750ee230d72070a670fb068052025c8107dbcfdeff7a5faf5515a3a762c,batch_006,adjacent_relevant,"['network_science', 'biological_application']",0.78,linking gene expression and the axonal projection density in the mouse brain... mouse mesoconnectome,Mesoscale projection connectome-gene expression linking.,[],True,low_confidence
work_2910e9051dcc64f9,f3345cccaa20626381b82dd7ff85ef86d9677cb5,core_audit,1,f3345cccaa20626381b82dd7ff85ef86d9677cb5,Shawn Mikula,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2b0cf1bc053d0d65b887a192c832872a90db9b8965d4de51f7119e546e4f296a,batch_006,out_of_scope,[],0.9,special issue of JCN dedicated to cutting-edge methods and approaches to structural and functional mapping of the mouse brain... obituary/editorial,Editorial obituary about EM connectomics researcher; paratext not primary research.,['paratext_or_peer_review_record'],True,core_noise_audit
work_295b058918128b54,9f1f192903b1d00483623600aa37fb514a9a6600,core_audit,1,9f1f192903b1d00483623600aa37fb514a9a6600,NEURD: automated proofreading and feature 1 extraction for connectomics 2,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,core_noise_audit
work_299eb90aaf78a3aa,6741aaf1a142890ccbfee1f34a39c9b2cf077e11,role_bridge,1,6741aaf1a142890ccbfee1f34a39c9b2cf077e11,"A Genetically Encoded Tag for Correlated Light and Electron Microscopy of Intact Cells, Tissues, and Organisms",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d5e112c2e71fb52883209f510f008254c42a3f6f5f0785738a90ec7d685e3df6,batch_006,role_bridge,"['acquisition_preparation', 'synapse_inference']",0.83,miniSOG... singlet oxygen to locally catalyze the polymerization of diaminobenzidine into an osmiophilic reaction product resolvable by EM,Genetically encoded EM label enabling correlated light/EM synaptic visualization.,[],True,low_confidence
work_29be397b99fa0f57,e3b76e0e09241b0c867bd0ae85db35d1a6a85876,unresolved,1,e3b76e0e09241b0c867bd0ae85db35d1a6a85876,Evaluating the capacity of connectome analysis to predict survival in high-grade astrocytoma.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,224bf6a57d988142e494d23b32aef3714abe576f51d5c71e45bff1245b2193d4,batch_006,out_of_scope,[],0.88,"connectome, or brain network organization, incorporates biologic, molecular and environmental processes... machine learning (ML) models based on baseline connectomics",Clinical MRI connectome ML for glioma survival.,"['generic_health_context', 'ambiguous_connectome_usage']",True,random_high_confidence_exclusion_audit
work_29d28785e204f05f,2eef70bac1ae72d05163166c3da8e31450dcc43e,unresolved,1,2eef70bac1ae72d05163166c3da8e31450dcc43e,Neurogenetics of connectomes: from fly to fish,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_2a2fe8f95bb73f03,667be50b805b2ac510150821c68e9f911cbe0d1b,core_audit,1,667be50b805b2ac510150821c68e9f911cbe0d1b,Principles of connectivity among morphologically defined cell types in adult neocortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f771bd6054ca66d8e8b64351e2d49b86dba7e89da5535dfd9021a190609046b3,batch_006,adjacent_relevant,"['biological_application', 'synapse_inference']",0.84,"most complete wiring diagram of neocortical microcircuits to date... mapped the connectivity between more than 11,000 pairs of identified neurons",Large-scale paired recording connectivity map at cellular resolution (not EM).,[],True,low_confidence
work_2a3484180b2b8fc9,9a1ed876196ec9733acb1daa6d65e35ff0414291,role_bridge,1,9a1ed876196ec9733acb1daa6d65e35ff0414291,A database of human segmented natural images and its application to evaluating segmentation algorithms and measuring ecological statistics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_2ac852ca3003f14d,fd54291d54e227e765670069893cf1cadaffcdaa,unresolved,1,fd54291d54e227e765670069893cf1cadaffcdaa,The effect of gradient nonlinearities on fiber orientation estimates from spherical deconvolution of diffusion magnetic resonance imaging data,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bd30454a784346f201809e5f33d4aa1c440f0760530f227e06e5598f31a13519,batch_006,out_of_scope,[],0.94,spherical deconvolution of diffusion magnetic resonance imaging data... Human Connectome Project data,dMRI fiber orientation estimation methodology.,['diffusion_mri_or_tractography'],True,random_high_confidence_exclusion_audit
work_2b1f5c4232c107d1,37b1e37e090acea8abb8355cd1ef07847f4140b0,core_audit,1,37b1e37e090acea8abb8355cd1ef07847f4140b0,Cell type-specific long-range connections of basal forebrain circuit,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0a014012c11d26a8ded11943b7f924f62e7992f0783611c0d935bade45507c24,batch_006,adjacent_relevant,['biological_application'],0.79,whole-brain mapping of both inputs and outputs of four BF cell types... long-range wiring diagram of the BF circuit,Viral tracing whole-brain mesoscale connectivity mapping.,[],True,low_confidence
work_2b21fd53a734b207,811c5bc764a759f39a90dbf2a714c1769ea81fe7,unresolved,1,811c5bc764a759f39a90dbf2a714c1769ea81fe7,Integrated Classification of Cortical Cells and Quantitative Projectomic Mapping Unveil Organizational Principles of Brain-Wide Connectomes at Single Cell Level,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,135b5d8eef926a915b867e74d06fa22555192424cccd061861f5b92800ac9e4d,batch_006,adjacent_relevant,"['biological_application', 'network_science']",0.81,Integrated Classification of Cortical Cells and Quantitative Projectomic Mapping... connectomes of defined cortical cell types,Mesoscale whole-neuron projectome connectome mapping.,[],True,low_confidence
work_2b60bd560e430bed,41964bd24d9dd2423cdefcc6cfb17f1964a03a27,unresolved,1,41964bd24d9dd2423cdefcc6cfb17f1964a03a27,OpenWorm: overview and recent advances in integrative biological simulation of Caenorhabditis elegans,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3e65f7c745ce10ad4e7f38639271c83a099da7034e8dbb271fbb452225b9a53a,batch_006,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.8,integrative simulation of the nematode Caenorhabditis elegans... Connectome to behaviour: modelling C. elegans at cellular resolution,Whole-organism C. elegans integrative modeling anchored to connectome.,[],True,low_confidence
work_2b726124d8738bea,7b89e7a73fe96093ac9f7706c77fd57374ad203a,core_audit,1,7b89e7a73fe96093ac9f7706c77fd57374ad203a,Heavy-tailed neuronal connectivity arises from Hebbian self-organization,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d7dd7a6cdcb755327255b964197408491b5602283aacaa2b34abefcf6709aadf,batch_006,adjacent_relevant,"['network_science', 'biological_application']",0.82,confirmed in the connectomes of several animals... heavy-tailed connectivity may arise from general principles,Network self-organization analysis applied to multiple connectomes.,[],True,low_confidence
work_2b7b16a895c2f46c,9b34b60e74cf01d2950166d3cce268b7091cba9c,role_bridge,1,9b34b60e74cf01d2950166d3cce268b7091cba9c,Statistical mechanics of community detection.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,62877cf274752aa0472daff42599a5a94ce3a29a8c5a1beac3603884049f7c63,batch_006,role_bridge,['network_science'],0.74,community detection can be interpreted as finding the ground state of an infinite range spin glass... partially reconstructed Drosophila connectome,Graph community detection method with connectome as example application.,[],True,low_confidence
work_2b92c6e39ddc6dde,c65adc878c3d97fed1e15fe37a6fd66576b94b1a,role_bridge,1,c65adc878c3d97fed1e15fe37a6fd66576b94b1a,Functional Annotation of the Ophiostoma novo-ulmi Genome: Insights into the Phytopathogenicity of the Fungal Agent of Dutch Elm Disease,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d347da83ec2daae4a62df6afe66c5d1ae4cfdf56606d6b8b8b97c57ee7aefc28,batch_006,out_of_scope,[],0.97,Functional Annotation of the Ophiostoma novo-ulmi Genome,Fungal genome annotation; unrelated to connectomics.,[],True,random_high_confidence_exclusion_audit
work_2bdb97f5a88c9f65,047d4f362189bd0ba19f09f062179590cdd15a81,unresolved,1,047d4f362189bd0ba19f09f062179590cdd15a81,Contrastive Brain Network Learning via Hierarchical Signed Graph Pooling Model,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,df8f7452415c12b26933386d46866f9714be1bef6d13dc732b6c4fbed55cdcec,batch_006,out_of_scope,[],0.91,hierarchical signed graph representation learning (HSGPL) model to extract graph-level representations from brain functional networks,Functional brain network deep learning on HCP/OASIS.,"['resting_state_or_functional_connectivity', 'generic_machine_learning']",True,random_high_confidence_exclusion_audit
work_2c8025ad84de41d1,b693e8eafa853aedebf94ea59b93b77ec2151704,core_audit,1,b693e8eafa853aedebf94ea59b93b77ec2151704,FLYNN: Robust Neural Network for Robot Navigation using Fly Brain Topology,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cbfbb2cd4406b5952ee70945a2569371a4877069c31e74c20f15a07820d6cd16,batch_007,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.84,recurrent neural network (RNN) whose architecture is directly derived from the synaptic-resolution brain connectome of the fruit fly Drosophila melanogaster,Fly connectome-topology RNN for robust navigation.,[],True,low_confidence
work_2cc0677e9c1d540a,b1858345a3fec94add4765ae53fb00ee4a4bb2cb,core_audit,1,b1858345a3fec94add4765ae53fb00ee4a4bb2cb,Vision and Locomotion Shape the Interactions between Neuron Types in Mouse Visual Cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c2ec802bcc439e61a09173b0c1b9b5f8a4563e15e16594922044ba0cad8bb2d0,batch_007,adjacent_relevant,"['biological_application', 'synapse_inference']",0.8,circuit model could reproduce each cell type's activity from the measured activity of other cell types... mouse V1,In vivo/ex vivo circuit connectivity modeling in mouse V1.,[],True,low_confidence
work_2cd8a8967328e13a,cf4223e54e1c05412b05445792d6aaa504bddd4b,core_audit,1,cf4223e54e1c05412b05445792d6aaa504bddd4b,A perspective on C. elegans neurodevelopment: from early visionaries to a booming neuroscience research,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a198941d5f953792cfe7c6e3db1f9f7aa56a394a98202c54da8a42ca97f7ecfb,batch_007,adjacent_relevant,['biological_application'],0.83,"C. elegans was mapped at the level of genes, cells, and synapses, providing the first metazoan with a complete cell lineage, sequenced genome, and connectome",Review of C. elegans connectome neurodevelopment context.,[],True,low_confidence
work_2d23fc156da4f7ce,4d5bfda90546e3088c1d726f6bb8a14e45f8ec45,unresolved,1,4d5bfda90546e3088c1d726f6bb8a14e45f8ec45,TraceMontage: a Method for Merging Multiple Independent Neuronal Traces,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2e51f45c24c87fba23922cbbbe711d07a427e3101fa00839403915deb61e1109,batch_007,role_bridge,"['reconstruction_segmentation', 'proofreading_qc']",0.78,TraceMontage... combination of multiple neuron traces... connectomics scale to increasingly larger neural systems,Tool for merging neuronal traces toward connectome-scale reconstruction.,[],True,low_confidence
work_2d2924a49bcf2d9e,2ead0e82503ba03c465cb10dbfed8095c0c59028,unresolved,1,2ead0e82503ba03c465cb10dbfed8095c0c59028,Brain complexity born out of criticality,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,254bcac5abdd71274a5c4b4faa73e1120501fde551f2172476812ba2e3eb748f,batch_007,out_of_scope,[],0.87,understanding the dynamics of the connectome (structure) from which emerges the cognitome (function),Brain criticality essay; macro dynamics not nanoscale connectomics.,['generic_network_neuroscience'],True,random_high_confidence_exclusion_audit
work_2d5170d4591ffa30,50d8443905ec20675788f3043079268aa18236d2,role_bridge,1,50d8443905ec20675788f3043079268aa18236d2,Ultramicroscopy: three-dimensional visualization of neuronal networks in the whole mouse brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,92e08e381ddf223744f1693da6f541cd03d045044c069e7deba494dddb4c0cea,batch_007,role_bridge,"['acquisition_preparation', 'alternative_modality']",0.8,ultramicroscopy... allows optical sectioning of fixed mouse brains with cellular resolution... dendritic trees and spines,Light-sheet ultramicroscopy for 3D neuronal mapping.,[],True,low_confidence
work_2d9db6a73a195b1d,8594b6b68a0149159ffc1916a877335886e93935,core_audit,1,8594b6b68a0149159ffc1916a877335886e93935,Generation of dense statistical connectomes from sparse morphological data,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8558c038a3edb7d0a4ed72ed3266d5635cbc3d947993a23e96077cc0868b4343,batch_007,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.82,generate an average dense model of the neuronal circuitry... measure synaptic innervation between all neurons within the model,In silico dense statistical connectome from sparse morphological data.,[],True,low_confidence
work_2dd964b0e399a1fe,15fe5ef22f9264a29a6b22063b990435edc17b6a,core_audit,1,15fe5ef22f9264a29a6b22063b990435edc17b6a,From Cajal to Connectome and Beyond.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,520873a24a31e3684c99ecac3a8fcb68e0cf5c7b61168dbe09684cb594d3fc8e,batch_007,adjacent_relevant,['biological_application'],0.8,"connectome, a complete matrix of structural connections... macroconnections... mesoconnections... microconnections... nanoconnections at synapses",Historical review spanning connectome levels including synaptic/nanoscale.,[],True,low_confidence
work_2df062ae66c16e94,70ee6cd69bcebf25b6dfd99b5d905768bb5d2e3f,unresolved,1,70ee6cd69bcebf25b6dfd99b5d905768bb5d2e3f,Community Detection and Classification in Hierarchical Stochastic Blockmodels,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4a05494ba96976dd4288152f2c8484d4fad460a0b6a254a77d8f308ffa4c8512,batch_007,adjacent_relevant,"['network_science', 'biological_application']",0.81,locating similar sub-communities in a partially reconstructed Drosophila connectome,Community detection applied to partial Drosophila connectome.,[],True,low_confidence
work_2e135d4ee49a93d1,2865fc9ecc2781b09e630de3016836d059cc8412,unresolved,1,2865fc9ecc2781b09e630de3016836d059cc8412,From the Connectome to the Synaptome: An Epic Love Story,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1e1391710e2506728aa8cea7a1384c768132aa552db66906e0c997ff819f7c09,batch_007,adjacent_relevant,['biological_application'],0.76,"From the Connectome to the Synaptome... connectivity at the ultrastructural level, the synaptome",Conceptual review linking connectome to synaptome/ultrastructure.,[],True,low_confidence
work_2e3c833ccaacbeed,7a2562a7617f1da2613fa2a9710b30f817e61fcd,core_audit,1,7a2562a7617f1da2613fa2a9710b30f817e61fcd,Development of Functional Connectome Gradients during Childhood and Adolescence,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,83bf56b22bc66ad3af6e0c3fe8c1df00c76ca73020af7cad65a2591c829f648c,batch_007,out_of_scope,[],0.92,longitudinal resting-state functional magnetic resonance imaging data from 305 children... maturation of the core connectome gradient,Developmental rs-fMRI functional connectome gradients.,['resting_state_or_functional_connectivity'],True,core_noise_audit
work_2ec79d56c2b3433b,96a8c13da323a48a78a2644d609b799702538e4b,unresolved,1,96a8c13da323a48a78a2644d609b799702538e4b,Bottleneck capacity of random graphs for connectomics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_2edafa9fb5f29e82,65a8a3cc4c26aa08d77d3ad6b3b3394e572920d7,core_audit,1,65a8a3cc4c26aa08d77d3ad6b3b3394e572920d7,A single-cell resolution gene expression atlas of the larval zebrafish brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,34e200a380660ed10660f7de1ef800628d0785712976cd9f580b378fe6f8dbbb,batch_007,adjacent_relevant,['biological_application'],0.77,cellular-resolution gene expression atlas... integrated into the Max Planck Zebrafish Brain (mapzebrain) atlas... synaptic connectivity,Zebrafish atlas integrating gene expression with connectivity/tracing.,[],True,low_confidence
work_2f409874ec73fe00,04a384c446b8392e320405848fd58f3e8a5aa55c,unresolved,1,04a384c446b8392e320405848fd58f3e8a5aa55c,Toward the Drosophila connectome: structural analysis of the brain network,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cd448858d873e90053262311b1f71ccb4dfbff91cc21b868ec0aacc9b87763bc,batch_007,adjacent_relevant,"['network_science', 'biological_application']",0.8,network architecture of the Drosophila connectome at the mesoscopic scale... FlyCircuit database,Mesoscopic Drosophila connectivity network from single-neuron data.,[],True,low_confidence
work_2f433407fb707ab5,6388cd94656dfab092f1fdd7857c0e7a778964cb,unresolved,1,6388cd94656dfab092f1fdd7857c0e7a778964cb,An algorithm to model the non-random connectome of cortical circuitry,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,83bbdbe4477292fb813ebfa5c6300ff77eb278c22157d735863ca30577d55c5d,batch_007,uncertain,[],0.55,"graph model that matches non-random structure characterized and described as relevant in biological neuronal networks... fit to complex, biologically relevant reference connectomes",Computational graph model for cortical connectivity; unclear nanoscale connectomics scope from abstract.,[],True,uncertain_or_missing_abstract
work_2ff133b450151f26,86a71f82f66bb339c6aeca880748c896c712d9da,role_bridge,1,86a71f82f66bb339c6aeca880748c896c712d9da,"Architectural organization of ∼1,500-neuron modular minicolumnar disinhibitory circuits in healthy and Alzheimer's cortices.",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3738eebae179e4d1eb1fc33faa761d19926a5ae02072007f36f7be0983b79fe0,batch_007,adjacent_relevant,"['biological_application', 'synapse_inference']",0.82,architectural reconstruction of complex cortical circuits... octuple-sexdecuple whole-cell patch-clamp recording system,Large-scale cortical circuit architecture via paired recordings.,[],True,low_confidence
work_2ff20dedc643aaf0,9008829e10aefdda5c7c128d593abc418e172a5d,core_audit,1,9008829e10aefdda5c7c128d593abc418e172a5d,Inferring Synaptic Connectivity from Spatio-Temporal Spike Patterns,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,e9bfccece11ff1be97e18051b7135085db1d17b5ae84cc774b02b4e3f00cdd6f,batch_007,adjacent_relevant,"['structure_function_modeling', 'synapse_inference']",0.79,explicit method for reconstructing interaction networks of leaky integrate-and-fire neurons from the spike patterns,Network inference from neural spike data; adjacent synaptic connectivity inference.,[],True,low_confidence
work_301a9d575e21440b,53e94cc89478acd71610af1e4825a92c0fd785e7,unresolved,1,53e94cc89478acd71610af1e4825a92c0fd785e7,The cumulative impact of clinical risk on brain networks and associations with executive function impairments in adolescents with congenital heart disease,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,161c4c89f72ae8169b379cefecaa03f59dcdd76094f6845dc1d51a303fd6f68f,batch_007,out_of_scope,[],0.93,Structural connectomes were constructed using constrained spherical deconvolution tractography... adolescents with CHD,dMRI structural connectomics in congenital heart disease.,['diffusion_mri_or_tractography'],True,random_high_confidence_exclusion_audit
work_302bd2eb29e0c597,34e12459e8a75c6f36b7944f91a43e805fb89ab4,core_audit,1,34e12459e8a75c6f36b7944f91a43e805fb89ab4,Cortical cell assemblies and their underlying connectivity: An in silico study,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c8e94749c238421358c04fe5b39213052e1b0df5f8c2da1804e0ec9e3de9e684,batch_007,out_of_scope,[],0.86,"simulation-based approach, using a detailed, large-scale cortical network model... functional cell assemblies",Large-scale cortical simulation without connectomics reconstruction.,['generic_network_neuroscience'],True,core_noise_audit
work_3071a936cc0cf634,a77c88a7339ed193e7e1f0c7239d85f4967183af,core_audit,1,a77c88a7339ed193e7e1f0c7239d85f4967183af,Glial syncytial control fields and the low-frequency resonome of the human brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c8f84e92040a54ed41f54ba501b7e62a42e0921c700e6ca813546c8bf8c5d258,batch_007,out_of_scope,[],0.88,framework is related to neural-field and connectome models... low-frequency resonome of the human brain,Theoretical glial control of macro brain oscillations; not nanoscale connectomics.,"['generic_network_neuroscience', 'ambiguous_connectome_usage']",True,core_noise_audit
work_30755daec3a98a3c,0e75c13dbb5f0f94775f44d8f4983b0a7a5d6b0c,core_audit,2,0e75c13dbb5f0f94775f44d8f4983b0a7a5d6b0c;4c0041c17baecc14381ca022c1b13bf006b7f340,Spectral peculiarity and criticality of a human connectome.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5ccba255c7c3653973043d4c2a545d08f392139d5b92014c9e1bca142743da54,batch_007,adjacent_relevant,['network_science'],0.78,comparative spectral analysis of structural connectomes for various organisms using open-access data,Spectral analysis comparing structural connectomes across organisms.,[],True,low_confidence
work_308f5478abdb4fa4,9e35dd68e1ba99015f0250f32f288b5240c069ea,unresolved,1,9e35dd68e1ba99015f0250f32f288b5240c069ea,Two-sample Hypothesis Testing for Random Dot Product Graphs via Adjacency Spectral Embedding,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2a4c527dd186fe50c9e7c76331b9c56d69848bd185d6bebc19cc2c05639c82b3,batch_007,adjacent_relevant,"['network_science', 'biological_application']",0.8,"distinguish between scans from different subjects; and in the C.elegans connectome, we are able to distinguish between chemical and electrical networks",Graph hypothesis test distinguishing C. elegans chemical vs electrical networks.,[],True,low_confidence
work_30ab633401383953,059df67ee506c4a9d865c67da2d80a07bf954071,unresolved,1,059df67ee506c4a9d865c67da2d80a07bf954071,Semi-Automatic Correction of 3D Tubular Structure Skeletons via Component-Wise MST and Filtered Delaunay Triangulation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bcb488502670d5a3c4e3dc3f35f9b98bab57db349b4a3650c135be026fc30a4a,batch_007,role_bridge,"['reconstruction_segmentation', 'proofreading_qc']",0.75,Skeletonization of tubular structures from 3D imaging is essential for tasks such as... neural connectomes,Semi-automatic skeleton correction tool applicable to connectomics.,[],True,low_confidence
work_30b183a150c2351a,259bd88700223dd433a319ae5ad0734c23617fb6,unresolved,1,259bd88700223dd433a319ae5ad0734c23617fb6,Controlling Reciprocity in Binary and Weighted Networks: A Novel Density-Conserving Approach,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cb4151020b96d427cf7a04c037617086cd0527e2d980adb04c9713e96299d66e,batch_007,role_bridge,['network_science'],0.72,test these algorithms on synthetic benchmark networks... as well as brain connectivity maps (connectomes) from various species,Network reciprocity control tested on connectomes among other graphs.,[],True,low_confidence
work_30b9fcdedb89207a,3c5eeb8adfbe5c63209be63e51e8914882c4c90b,core_audit,1,3c5eeb8adfbe5c63209be63e51e8914882c4c90b,Quantifying Mesoscale Neuroanatomy Using X-Ray Microtomography,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,62ce735d36dcc0d4a266a40d548e6c4be82360e1b05c6dc744ef1f41d6400ce2,batch_007,adjacent_relevant,"['acquisition_preparation', 'alternative_modality']",0.81,X-ray microtomography (µCT) for producing mesoscale brain maps... complementing other brain mapping and connectomics efforts,X-ray mesoscale brain mapping complementing connectomics.,[],True,low_confidence
work_30c6328fb5c37345,20891ef7913b2c1b21e9cc0de5436838910434f6,role_bridge,1,20891ef7913b2c1b21e9cc0de5436838910434f6,Registration of Histological Sections with Clinical Imaging : A Survey,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_3124a20f92cb886a,17a9502c7959985b7e71a1f4c86201421235032e,unresolved,1,17a9502c7959985b7e71a1f4c86201421235032e,Cell type-specific connectome predicts distributed working memory activity in the mouse brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,be361a571da543032746d0a61c297f6288a246797f387c700a3853e2e41f8060,batch_007,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.82,large-scale model of the multiregional mouse brain... built on mesoscopic connectome data for interareal cortical connections,Mesoscopic mouse connectome-constrained working memory model.,[],True,low_confidence
work_31486f2a35f6fd01,5fad1fb02775c85812db66c12d2804577161091d,role_bridge,2,0125ee366d4613fb71105624548ed0fb1d3eca6c;5fad1fb02775c85812db66c12d2804577161091d,Connectome-based prediction of functional impairment in experimental stroke models,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,84a7730ac37e509c12bf87968916afc09065fed00931d8b8723d940321828235,batch_007,role_bridge,"['structure_function_modeling', 'health_translation']",0.76,"analyzed for connection similarities, graph distances... based on the neuroVIISAS rat connectome",Rat mesoscale connectome model for stroke functional impairment.,[],True,low_confidence
work_3148739c75d1bc8a,71e927d327523bbdc8b82865a3114508d0476412,core_audit,1,71e927d327523bbdc8b82865a3114508d0476412,Neurological and psychiatric disorders as a neuroglial failure,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,449428fb655e21e52c99425329bb610270895a2b0e8023cf1627b266e1fbe2be,batch_007,out_of_scope,[],0.85,maintenance of interneuronal connectome by oligodendroglia-dependent axonal myelination,Neuroglia review mentioning connectome broadly in health/disease context.,['generic_health_context'],True,core_noise_audit
work_3149f9ccabae6a58,12bdd7bbce3c5ccb7eadfbccf204ff3a9d71db06,core_audit,1,12bdd7bbce3c5ccb7eadfbccf204ff3a9d71db06,Graded Variation In Cortical T1w/T2w Myelination During Adolescence,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ce22d34cdcea2d17bbd7ab8b83b2d0dc49fd76a9335d36ac88963c54bcc442ad,batch_007,out_of_scope,[],0.87,cortical T1w/T2w myelin mapping methods... Human Connectome Project in Development,Developmental cortical myelination mapping via HCP; not connectomics core.,['generic_network_neuroscience'],True,core_noise_audit
work_3152d32968bdaeb1,d7ee59d1803f258e923eed6faef114a555730bb6,core_audit,1,d7ee59d1803f258e923eed6faef114a555730bb6,Suprachiasmatic VIP neurons are required for normal circadian rhythmicity and comprised of molecularly distinct subpopulations,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,6d520a72ae1293660101f01308b53bcb7d809cd7ba11f9c8688945d17874dc13,batch_007,out_of_scope,[],0.94,SCNVIP neurons are required for normal circadian rhythmicity... optogenetic-assisted circuit mapping,Hypothalamic circadian circuit neuroscience without connectomics reconstruction.,[],True,core_noise_audit
work_317560e823eea036,3e98c9a8630f7349384669ddffbbb0a54112a85a,unresolved,1,3e98c9a8630f7349384669ddffbbb0a54112a85a,"Human Brain Connectomics: Networks, Techniques, and Applications [Life Sciences]",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_318843cf74d33350,9e3b2ad1959e88b9e1bc4e3ea2b973d35c5df9f6,unresolved,1,9e3b2ad1959e88b9e1bc4e3ea2b973d35c5df9f6,New Challenges for Anatomists in the Era of Omics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,6ad14fb156fba02437656b1d956a4234dbba2fac4606e1280d5ba5935c7048e5,batch_007,role_bridge,['training_outreach'],0.7,"omics such as radiomics, pathomics, and connectomics, supported by computer-assisted technologies",Review introducing connectomics among omics tools for anatomists.,[],True,low_confidence
