record_id,author_group,year,title,venue,branch,verification,doi,source_url,source_note,core_status,role_tags,absolute_core_attestation,screener_tag_status,first_discovery_event,importance_note,status
NC074,Seung,2024,Predicting visual function by interpreting a neuronal wiring diagram,Nature,Drosophila / interpretation,B,10.1038/s41586-024-07953-5,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 131,not_core,teaching_reference;important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Interpretive bridge from connectome structure to visual function.,included
NC075,Shiu et al.,2024,A Drosophila computational brain model reveals sensorimotor processing,Nature,Drosophila / modeling,B,10.1038/s41586-024-07763-9,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 132,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Connectome-grounded computational whole-brain modeling.,included
NC076,Lappalainen et al.,2024,Connectome-constrained networks predict neural activity across the fly visual system,Nature,Drosophila / modeling,A,10.1038/s41586-024-07939-3,https://doi.org/10.1038/s41586-024-07939-3,fresh primary Nature/PubMed verification,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0007,Demonstrates predictive neural models constrained by measured connectivity.,included
NC077,Sapkal et al.,2024,Neural circuit mechanisms underlying context-specific halting in Drosophila,Nature,Drosophila / behavior,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 128,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Connectome-dependent circuit mechanism for context-specific action.,included
NC078,Eckstein et al.,2024,Neurotransmitter classification from electron microscopy images at synaptic sites in Drosophila melanogaster,Cell,Drosophila / molecular annotation,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 174,not_core,major_enabling;important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Adds predicted transmitter identity to synaptic wiring.,included
NC079,Bates et al.,2026,Distributed control circuits across a brain-and-cord connectome,Nature,Drosophila / whole CNS,A,10.1038/s41586-026-10735-w,https://doi.org/10.1038/s41586-026-10735-w,fresh 2026 safeguard; final Nature record,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0005,Unifies adult fly brain and ventral nerve cord into a synaptic whole-CNS resource.,included
NC080,"Briggman, Helmstaedter & Denk",2011,Wiring specificity in the direction-selectivity circuit of the retina,Nature,Retina,A,10.1038/nature09818,https://doi.org/10.1038/nature09818,fresh primary record,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Landmark connectome-to-circuit-function result in mammalian retina.,included
NC081,Helmstaedter et al.,2013,Connectomic reconstruction of the inner plexiform layer in the mouse retina,Nature,Retina,A,10.1038/nature12346,https://doi.org/10.1038/nature12346,fresh primary record,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Dense retinal-layer reconstruction at connectomic scale.,included
NC082,Kim et al.,2014,Space-time wiring specificity supports direction selectivity in the retina,Nature,Retina,A,10.1038/nature13240,https://doi.org/10.1038/nature13240,fresh primary record,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Connectomic evidence for direction-selective circuit specificity.,included
NC083,Ding et al.,2016,Species-specific wiring for direction selectivity in the mammalian retina,Nature,Retina,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 27,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Comparative retinal wiring specificity across mammals.,included
NC084,Bae et al.,2018,Digital museum of retinal ganglion cells with dense anatomy and physiology,Cell,Retina / resource,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 109,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Dense retinal cell resource integrating anatomy and physiology.,included
NC085,Sigulinsky et al.,2020,Network architecture of gap junctional coupling among parallel processing channels in the mammalian retina,Journal of Neuroscience,Retina,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 57,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Extends retinal connectomics to electrical coupling architecture.,included
NC086,Bock et al.,2011,Network anatomy and in vivo physiology of visual cortical neurons,Nature,Mammalian / structure-function,A,10.1038/nature09802,https://doi.org/10.1038/nature09802,fresh primary record,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Early landmark integration of in vivo physiology and EM connectivity.,included
NC087,Kasthuri et al.,2015,Saturated reconstruction of a volume of neocortex,Cell,Mammalian cortex,A,10.1016/j.cell.2015.06.054,https://doi.org/10.1016/j.cell.2015.06.054,fresh primary record,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Saturated mammalian neocortical volume reconstruction milestone.,included
NC088,Lee et al.,2016,Anatomy and function of an excitatory network in the visual cortex,Nature,Mammalian / structure-function,A,10.1038/nature17192,https://doi.org/10.1038/nature17192,fresh primary record,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Connects physiology to synaptic excitatory-network anatomy.,included
NC089,Morgan et al.,2016,The fuzzy logic of network connectivity in mouse visual thalamus,Cell,Mammalian / thalamus,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 86,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Dense connectivity reveals structured but probabilistic thalamic wiring.,included
NC090,Schmidt et al.,2017,Axonal synapse sorting in medial entorhinal cortex,Nature,Mammalian cortex,A,10.1038/nature24005,https://doi.org/10.1038/nature24005,fresh infrastructure publication lineage,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0006,Connectomic analysis of target-specific axonal synapse organization.,included
NC091,Kornfeld et al.,2017,EM connectomics reveals axonal target variation in a sequence-generating network,eLife,Mammalian / circuit,B,10.7554/eLife.24364,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 46,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Circuit-level axonal target variation revealed by dense EM.,included
NC092,Motta et al.,2019,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,Science,Mammalian cortex,A,10.1126/science.aay3134,https://doi.org/10.1126/science.aay3134,fresh primary record,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Dense mammalian cortical reconstruction at larger scale.,included
NC093,Gour et al.,2021,Postnatal connectomic development of inhibition in mouse barrel cortex,Science,Mammalian / development,A,10.1126/science.abb4534,https://doi.org/10.1126/science.abb4534,fresh PubMed verification; canonical issue year 2021,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0007,Developmental connectomics of inhibitory target specificity.,included
NC094,Holler et al.,2021,Structure and function of a neocortical synapse,Nature,Mammalian / synapse,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 44,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,High-resolution structure-function analysis at the synapse.,included
NC095,Turner et al.,2022,"Reconstruction of neocortex: Organelles, compartments, cells, circuits, and activity",Cell,Mammalian cortex,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 74,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Multiscale cortical reconstruction linking organelles through circuits and activity.,included
NC096,Loomba et al.,2022,Connectomic comparison of mouse and human cortex,Science,Human / comparative cortex,A,10.1126/science.abo0924,https://doi.org/10.1126/science.abo0924,fresh primary record,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Direct nanoscale mouse–human cortical comparison.,included
NC097,Nguyen et al.,2023,Structured cerebellar connectivity supports resilient pattern separation,Nature,Mammalian / cerebellum,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 98,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Dense wiring supports a circuit computation in cerebellum.,included
NC098,Sammons et al.,2024,Structure and function of the hippocampal CA3 module,Proceedings of the National Academy of Sciences,Mammalian / hippocampus,B,10.1073/pnas.2312281120,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 94,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Structure-function analysis of a hippocampal module.,included
NC099,Shapson-Coe et al.,2024,A petavoxel fragment of human cerebral cortex reconstructed at nanoscale resolution,Science,Human cortex,A,10.1126/science.adk4858,https://doi.org/10.1126/science.adk4858,fresh primary record,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Petavoxel human cortical reconstruction; major scale and resource milestone.,included
NC100,MICrONS Consortium,2025,Functional connectomics spanning multiple areas of mouse visual cortex,Nature,Mammalian / functional connectomics,A,10.1038/s41586-025-08790-w,https://doi.org/10.1038/s41586-025-08790-w,fresh S2-web + Nature primary verification,field_defining_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Millimetre-scale multimodal mouse visual-cortex resource coupling function and synaptic wiring.,included
NC101,Schneider-Mizell et al.,2025,Inhibitory specificity from a connectomic census of mouse visual cortex,Nature,Mammalian / cortical wiring,A,10.1038/s41586-024-07780-8,https://doi.org/10.1038/s41586-024-07780-8,fresh primary record,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Connectomic census revealing inhibitory specificity.,included
NC102,Ding et al.,2025,Functional connectomics reveals general wiring rule in mouse visual cortex,Nature,Mammalian / cortical wiring,A,10.1038/s41586-025-08840-3,https://doi.org/10.1038/s41586-025-08840-3,fresh S2-web + Nature primary verification,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Functional-connectomic evidence for a general cortical wiring rule.,included
NC103,Gamlin et al.,2025,Connectomics of predicted Sst transcriptomic types in mouse visual cortex,Nature,Mammalian / cell type,A,10.1038/s41586-025-08805-6,https://doi.org/10.1038/s41586-025-08805-6,fresh primary record,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Links predicted transcriptomic inhibitory types to dense connectivity.,included
NC104,Uytiepo et al.,2025,Synaptic architecture of a memory engram in the mouse hippocampus,Science,Mammalian / memory,A,10.1126/science.ado8316,https://doi.org/10.1126/science.ado8316,fresh primary bibliographic record,not_core,important_application;specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Connectomic analysis of memory-engram synaptic architecture.,included
NC105,MICrONS companion team,2025,Connectome-driven neural inventory of a complete visual system,Nature,Mammalian / resource analysis,A,10.1038/s41586-025-08746-0,https://doi.org/10.1038/s41586-025-08746-0,fresh final saturation search; Nature verified,not_core,important_application;major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0007,Large connectome-driven cellular inventory and proofreading resource.,included
NC106,Randel et al.,2014,Neuronal connectome of a sensory–motor circuit for visual navigation,eLife,Platynereis,A,10.7554/eLife.02730,https://doi.org/10.7554/eLife.02730,fresh organism branch verification,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Synaptic sensory–motor circuit reconstruction in annelid larva.,included
NC107,Randel et al.,2015,Inter-individual stereotypy of the Platynereis larval visual connectome,eLife,Platynereis,B,10.7554/eLife.08069,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 153,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Uses repeated connectomes to study stereotypy across individuals.,included
NC108,Ryan et al.,2016,The CNS connectome of a tadpole larva of Ciona intestinalis (L.) highlights sidedness in the brain of a chordate sibling,eLife,Ciona,A,10.7554/eLife.16962,https://doi.org/10.7554/eLife.16962,fresh organism branch verification,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Whole-CNS chordate larval connectome.,included
NC109,"Wanner, Genoud & Friedrich",2016,3-dimensional electron microscopic imaging of the zebrafish olfactory bulb and dense reconstruction of neurons,Scientific Data,Zebrafish,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 179,not_core,major_enabling;important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Dense zebrafish olfactory-bulb EM dataset and reconstruction.,included
NC110,Hildebrand et al.,2017,Whole-brain serial-section electron microscopy in larval zebrafish,Nature,Zebrafish,A,10.1038/nature22356,https://doi.org/10.1038/nature22356,fresh primary record,field_defining_core,major_enabling;important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Whole-brain serial-section EM in a vertebrate larva.,included
NC111,Vishwanathan et al.,2017,Electron microscopic reconstruction of functionally identified cells in a neural integrator,Current Biology,Zebrafish,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 125,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Functionally identified cells reconstructed at EM resolution.,included
NC112,Svara et al.,2018,Volume EM reconstruction of spinal cord reveals wiring specificity in speed-related motor circuits,Cell Reports,Zebrafish / spinal cord,A,10.1016/j.celrep.2018.05.023,https://doi.org/10.1016/j.celrep.2018.05.023,fresh primary record,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Motor-circuit wiring specificity in vertebrate spinal cord.,included
NC113,Wanner & Friedrich,2020,Whitening of odor representations by the wiring diagram of the olfactory bulb,Nature Neuroscience,Zebrafish / olfactory,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 127,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Connectome-based explanation of olfactory population transformation.,included
NC114,Hua et al.,2021,Electron microscopic reconstruction of neural circuitry in the cochlea,Cell Reports,Auditory / cochlea,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 176,not_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Extends dense circuit reconstruction to cochlear circuitry.,included
NC115,Verasztó et al.,2025,Whole-body connectome of a segmented annelid larva,eLife,Platynereis / whole body,A,10.7554/eLife.97964,https://doi.org/10.7554/eLife.97964,fresh organism gap search; eLife verified,field_defining_core,important_application,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0007,Whole-body synaptic connectome of a segmented animal.,included
NC116,Micheva & Smith,2007,Array tomography: a new tool for imaging the molecular architecture and ultrastructure of neural circuits,Neuron,Alternative / array tomography,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 175,not_core,major_enabling;teaching_reference,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Foundational array-tomography bridge between molecular labels and ultrastructure.,included
NC117,Zador et al.,2012,Sequencing the connectome,PLoS Biology,Molecular connectomics,A,10.1371/journal.pbio.1001411,https://doi.org/10.1371/journal.pbio.1001411,fresh alternative-modality search,field_defining_core,major_enabling;teaching_reference,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Originating conceptual proposal for sequencing-based connectivity mapping.,included
NC118,Lam et al.,2015,Directed evolution of APEX2 for electron microscopy and proximity labeling,Nature Methods,Molecular labeling / EM,B,10.1038/nmeth.3179,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 171,not_core,major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Molecular EM labeling tool with direct relevance to connectomic cell identification.,included
NC119,Peikon et al.,2017,Using high-throughput barcode sequencing to efficiently map connectomes,Nucleic Acids Research,Molecular connectomics,A,,https://pubmed.ncbi.nlm.nih.gov/28449067/,fresh alternative-modality search; PubMed verified,not_core,major_enabling;specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Barcode sequencing approach for connectivity mapping.,included
NC120,Chang et al.,2017,Iterative expansion microscopy,Nature Methods,Expansion microscopy,A,10.1038/nmeth.4261,https://doi.org/10.1038/nmeth.4261,fresh alternative-modality search,not_core,major_enabling;specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Key expansion-microscopy precursor for optical nanoscale circuit imaging.,included
NC121,Drawitsch et al.,2018,"FluoEM, virtual labeling of axons in three-dimensional electron microscopy data for long-range connectomics",eLife,Correlative / multimodal,B,10.7554/eLife.38976,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 170,not_core,major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Virtual labeling strategy linking long-range identity to EM volumes.,included
NC122,Zhang et al.,2019,Multiplexed peroxidase-based electron microscopy labeling enables simultaneous visualization of multiple cell types,Nature Neuroscience,Molecular labeling / EM,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 173,not_core,major_enabling,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Multiplexed cell-type labeling within EM.,included
NC123,Kuan et al.,2020,Dense neuronal reconstruction through X-ray holographic nano-tomography,Nature Neuroscience,X-ray connectomics,A,10.1038/s41593-020-0704-9,https://doi.org/10.1038/s41593-020-0704-9,fresh alternative-modality search,not_core,major_enabling;specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Dense neuronal reconstruction with nanoscale X-ray tomography.,included
NC124,Wang et al.,2024,Single-shot 20-fold expansion microscopy,Nature Methods,Expansion microscopy,B,,https://www.nature.com/articles/s41583-025-00998-z,Helmstaedter 2026 ref 160,not_core,specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0001,Very high expansion factor relevant to optical synapse-level reconstruction.,included
NC125,Tavakoli et al.,2025,Light-microscopy-based connectomic reconstruction of mammalian brain tissue,Nature,Optical connectomics,A,10.1038/s41586-025-08985-1,https://doi.org/10.1038/s41586-025-08985-1,fresh current-field cross-check; Nature verified,field_defining_core,major_enabling;specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0004,Demonstrates dense synapse-level mammalian connectomic reconstruction by light microscopy.,included
NC126,Chen et al.,2026,Connectome-seq: high-throughput mapping of neuronal connectivity at single-synapse resolution via barcode sequencing,Nature Methods,Molecular connectomics,A,10.1038/s41592-026-03026-9,https://doi.org/10.1038/s41592-026-03026-9,fresh 2026 safeguard; Nature/PubMed verified,field_defining_core,major_enabling;specialized_frontier,not_adjudicated_rule_text_unavailable,not_adjudicated_frozen_list_unavailable,F-0005,Single-synapse sequencing-based connectivity with retained molecular identity.,included
